FilingID,Initial SEC Registration Request,Annual Updating Amendment for Registered Adviser,Other-Than Anual Amendment For Registered Adviser,Initial State Registration Request,Initial SEC ERA Report,Annual Updating Amendment ERA Report,Other-Than Annual Amendment ERA Report,Initial State ERA Report,Final State ERA Report, Final SEC ERA Report,Annual Updating Amendment Fiscal Year
1029691,"","","Y","","","","","","","",
1029693,"","","Y","","","","","","","",
1029696,"","","Y","","","","","","","",
1029698,"","","Y","","","","","","","",
1029700,"","","Y","","","","","","","",
1029701,"","","Y","","","","","","","",
1029703,"","","Y","","","","","","","",
1029706,"","","Y","","","","","","","",
1029707,"","","Y","","","","","","","",
1029709,"","","Y","","","","","","","",
1029717,"","","Y","","","","","","","",
1029718,"","","Y","","","","","","","",
1029719,"","","Y","","","","","","","",
1029721,"","","Y","","","","","","","",
1029726,"","","Y","","","","","","","",
1029727,"","","Y","","","","","","","",
1029728,"","","Y","","","","","","","",
1029729,"","","Y","","","","","","","",
1029730,"","","Y","","","","","","","",
1029732,"","","Y","","","","","","","",
1029736,"","","Y","","","","","","","",
1029737,"","","Y","","","","","","","",
1029740,"","","Y","","","","","","","",
1029742,"","","Y","","","","","","","",
1029744,"","","Y","","","","","","","",
1029745,"","","Y","","","","","","","",
1029747,"","","Y","","","","","","","",
1029750,"Y","","","","","","","","","",
1029752,"","","","Y","","","","","","",
1029755,"","","Y","","","","","","","",
1029759,"","","Y","","","","","","","",
1029760,"","","Y","","","","","","","",
1029761,"Y","","","","","","","","","",
1029765,"","","Y","","","","","","","",
1029771,"","","Y","","","","","","","",
1029775,"","","Y","","","","","","","",
1029779,"","","Y","","","","","","","",
1029780,"","","Y","","","","","","","",
1029781,"","","Y","","","","","","","",
1029787,"","","Y","","","","","","","",
1029788,"","","Y","","","","","","","",
1029793,"","","Y","","","","","","","",
1029794,"","","Y","","","","","","","",
1029795,"","","Y","","","","","","","",
1029796,"","","Y","","","","","","","",
1029798,"","","Y","","","","","","","",
1029802,"","","","","Y","","","Y","","",
1029803,"","","","","","","Y","","","",
1029806,"Y","","","","","","","","","",
1029807,"","","Y","","","","","","","",
1029808,"","","Y","","","","","","","",
1029810,"","","Y","","","","","","","",
1029811,"","","Y","","","","","","","",
1029812,"","","Y","","","","","","","",
1029815,"","","Y","","","","","","","",
1029817,"","","Y","","","","","","","",
1029820,"","Y","","","","","","","","",2016
1029821,"","","Y","","","","","","","",
1029822,"","","Y","","","","","","","",
1029824,"","","Y","","","","","","","",
1029825,"","","Y","","","","","","","",
1029827,"","","Y","","","","","","","",
1029840,"","","Y","","","","","","","",
1029846,"","","Y","","","","","","","",
1029855,"","","Y","","","","","","","",
1029856,"","","Y","","","","","","","",
1029858,"","","","","Y","","","Y","","",
1029860,"","","Y","","","","","","","",
1029862,"","","Y","","","","","","","",
1029864,"","","Y","","","","","","","",
1029865,"","","","","","","Y","","","",
1029869,"","","Y","","","","","","","",
1029872,"","","Y","","","","","","","",
1029874,"","","Y","","","","","","","",
1029880,"","","Y","","","","","","","",
1029881,"","","Y","","","","","","","",
1029883,"","","Y","","","","","","","",
1029885,"","","Y","","","","","","","",
1029886,"","","Y","","","","","","","",
1029889,"","","Y","","","","","","","",
1029890,"","","Y","","","","","","","",
1029893,"Y","","","","","","","","","",
1029898,"","","Y","","","","","","","",
1029902,"","","Y","","","","","","","",
1029905,"","","Y","","","","","","","",
1029909,"","","","","","Y","","","","",2015
1029910,"","","","","Y","","","Y","","",
1029914,"","","Y","","","","","","","",
1029921,"","","Y","","","","","","","",
1029926,"","","","","","","Y","","","",
1029928,"","","Y","","","","","","","",
1029933,"","","Y","","","","","","","",
1029935,"","","Y","","","","","","","",
1029937,"","","Y","","","","","","","",
1029939,"","","Y","","","","","","","",
1029946,"","","Y","","","","","","","",
1029947,"","","Y","","","","","","","",
1029949,"","","Y","","","","","","","",
1029950,"","","Y","","","","","","","",
1029951,"","","Y","","","","","","","",
1029954,"","","Y","","","","","","","",
1029955,"","","Y","","","","","","","",
1029957,"","","Y","","","","","","","",
1029958,"","","Y","","","","","","","",
1029961,"","","","","","","Y","","","",
1029963,"","","Y","","","","","","","",
1029964,"","","Y","","","","","","","",
1029969,"","","Y","","","","","","","",
1029971,"","","Y","","","","","","","",
1029973,"","","Y","","","","","","","",
1029974,"","","Y","","","","","","","",
1029977,"","","Y","","","","","","","",
1029979,"","","Y","","","","","","","",
1029982,"","Y","","","","","","","","",2016
1029990,"","","Y","","","","","","","",
1029991,"","","","","","","Y","","","",
1029992,"","","Y","","","","","","","",
1029993,"","","Y","","","","","","","",
1029995,"","","Y","","","","","","","",
1029998,"","","Y","","","","","","","",
1029999,"","","Y","","","","","","","",
1030002,"","","Y","","","","","","","",
1030004,"","","Y","","","","","","","",
1030006,"","","Y","","","","","","","",
1030008,"","","Y","","","","","","","",
1030012,"","","Y","","","","","","","",
1030017,"","","Y","","","","","","","",
1030018,"","","Y","","","","","","","",
1030023,"","","Y","","","","","","","",
1030026,"","","Y","","","","","","","",
1030028,"","","Y","","","","","","","",
1030036,"","","Y","","","","","","","",
1030037,"","","Y","","","","","","","",
1030041,"","","Y","","","","","","","",
1030042,"","","Y","","","","","","","",
1030045,"","","Y","","","","","","","",
1030048,"","","","","","","Y","","","",
1030052,"","","Y","","","","","","","",
1030056,"","","Y","","","","","","","",
1030059,"","","Y","","","","","","","",
1030060,"","","Y","","","","","","","",
1030061,"","","Y","","","","","","","",
1030062,"","","Y","","","","","","","",
1030063,"","","","","","","Y","","","",
1030069,"","","Y","","","","","","","",
1030071,"","","Y","","","","","","","",
1030074,"","","Y","","","","","","","",
1030081,"","","Y","","","","","","","",
1030083,"","","Y","","","","","","","",
1030091,"","","","","Y","","","","","",
1030092,"","","Y","","","","","","","",
1030094,"","","Y","","","","","","","",
1030095,"","","Y","","","","","","","",
1030099,"","","Y","","","","","","","",
1030100,"","","Y","","","","","","","",
1030108,"","","Y","","","","","","","",
1030109,"","","Y","","","","","","","",
1030116,"","","Y","","","","","","","",
1030117,"","","Y","","","","","","","",
1030122,"","","Y","","","","","","","",
1030123,"","","Y","","","","","","","",
1030127,"","","Y","","","","","","","",
1030128,"","","Y","","","","","","","",
1030129,"","","Y","","","","","","","",
1030133,"","","Y","","","","","","","",
1030140,"Y","","","","","","","","","",
1030141,"","","Y","","","","","","","",
1030144,"","","","Y","","","","","","",
1030145,"","","Y","","","","","","","",
1030148,"","","Y","","","","","","","",
1030154,"","","Y","","","","","","","",
1030155,"","","Y","","","","","","","",
1030158,"","","Y","","","","","","","",
1030159,"Y","","","","","","","","","",
1030163,"","","Y","","","","","","","",
1030166,"Y","","","","","","","","","Y",
1030167,"","","Y","","","","","","","",
1030171,"","","Y","","","","","","","",
1030174,"","","Y","","","","","","","",
1030175,"","","Y","","","","","","","",
1030178,"","","Y","","","","","","","",
1030179,"","","Y","","","","","","","",
1030183,"","","Y","","","","","","","",
1030184,"","","Y","","","","","","","",
1030186,"","","Y","","","","","","","",
1030188,"","","Y","","","","","","","",
1030190,"","","","","","Y","","","","",2016
1030192,"","","Y","","","","","","","",
1030197,"","","Y","","","","","","","",
1030198,"","","Y","","","","","","","",
1030208,"","","Y","","","","","","","",
1030210,"","","Y","","","","","","","",
1030212,"","","Y","","","","","","","",
1030215,"","","Y","","","","","","","",
1030219,"","","Y","","","","","","","",
1030225,"","","Y","","","","","","","",
1030226,"","","","","","","","Y","","",
1030228,"","","Y","","","","","","","",
1030230,"","","Y","","","","","","","",
1030232,"Y","","","","","","","","","Y",
1030234,"","","Y","","","","","","","",
1030238,"","","Y","","","","","","","",
1030242,"","","Y","","","","","","","",
1030243,"","","","","","","Y","","","",
1030246,"","","Y","","","","","","","",
1030247,"","","Y","","","","","","","",
1030249,"","","Y","","","","","","","",
1030250,"","","Y","","","","","","","",
1030251,"","","Y","","","","","","","",
1030255,"","","Y","","","","","","","",
1030256,"","","Y","","","","","","","",
1030257,"","","Y","","","","","","","",
1030259,"","","","","","","Y","","","",
1030262,"","","Y","","","","","","","",
1030263,"","","Y","","","","","","","",
1030265,"","","Y","","","","","","","",
1030271,"","","Y","","","","","","","",
1030275,"","","Y","","","","","","","",
1030276,"","","Y","","","","","","","",
1030281,"","","Y","","","","","","","",
1030284,"","","Y","","","","","","","",
1030286,"","","","","","","Y","","","",
1030288,"","","Y","","","","","","","",
1030289,"","","Y","","","","","","","",
1030291,"","","Y","","","","","","","",
1030292,"","","","Y","","","","","","",
1030293,"","","Y","","","","","","","",
1030295,"","","Y","","","","","","","",
1030299,"","","Y","","","","","","","",
1030300,"","","Y","","","","","","","",
1030301,"","","Y","","","","","","","",
1030303,"","","Y","","","","","","","",
1030304,"","","Y","","","","","","","",
1030308,"","","Y","","","","","","","",
1030311,"","","Y","","","","","","","",
1030312,"","Y","","","","","","","","",2016
1030315,"","","Y","","","","","","","",
1030317,"","","Y","","","","","","","",
1030320,"","","Y","","","","","","","",
1030322,"","","Y","","","","","","","",
1030323,"","","Y","","","","","","","",
1030325,"","","Y","","","","","","","",
1030328,"","","Y","","","","","","","",
1030329,"Y","","","","","","","","","",
1030330,"","","Y","","","","","","","",
1030332,"","","Y","","","","","","","",
1030339,"","","Y","","","","","","","",
1030345,"","","Y","","","","","","","",
1030346,"","","Y","","","","","","","",
1030348,"","","Y","","","","","","","",
1030352,"","","Y","","","","","","","",
1030354,"","","Y","","","","","","","",
1030356,"","","Y","","","","","","","",
1030358,"","","Y","","","","","","","",
1030360,"","","Y","","","","","","","",
1030361,"","","Y","","","","","","","",
1030363,"","","","","Y","","","Y","","",
1030364,"","","Y","","","","","","","",
1030368,"","Y","","","","","","","","",2016
1030372,"","Y","","","","","","","","",2016
1030377,"","","","","Y","","","","","",
1030379,"","","Y","","","","","","","",
1030382,"","","","","","","Y","","","",
1030383,"","","Y","","","","","","","",
1030390,"","","Y","","","","","","","",
1030392,"","Y","","","","","","","","",2016
1030397,"","","Y","","","","","","","",
1030399,"","","","","","Y","","","","",2016
1030400,"","","Y","","","","","","","",
1030403,"","","Y","","","","","","","",
1030405,"","","Y","","","","","","","",
1030410,"Y","","","","","","","","","",
1030412,"","","","","","","Y","","","",
1030419,"","","Y","","","","","","","",
1030420,"","Y","","","","","","","","",2016
1030423,"","","Y","","","","","","","",
1030424,"","","Y","","","","","","","",
1030427,"","","Y","","","","","","","",
1030429,"","","Y","","","","","","","",
1030433,"","","Y","","","","","","","",
1030436,"","","Y","","","","","","","",
1030437,"","","Y","","","","","","","",
1030439,"","","Y","","","","","","","",
1030441,"","","","","","","Y","","","",
1030444,"","","Y","","","","","","","",
1030446,"","","Y","","","","","","","",
1030447,"","","Y","","","","","","","",
1030449,"","","","","","","Y","","","",
1030450,"","","Y","","","","","","","",
1030451,"","","Y","","","","","","","",
1030453,"","","Y","","","","","","","",
1030455,"","","","","Y","","","","","",
1030456,"","","Y","","","","","","","",
1030458,"","","","","","","Y","","","",
1030459,"","","Y","","","","","","","",
1030461,"","","Y","","","","","","","",
1030462,"","","Y","","","","","","","",
1030463,"","","Y","","","","","","","",
1030464,"","","Y","","","","","","","",
1030465,"","","Y","","","","","","","",
1030467,"","","","","","Y","","","","",2016
1030468,"","","Y","","","","","","","",
1030470,"","","Y","","","","","","","",
1030473,"","","Y","","","","","","","",
1030476,"","","Y","","","","","","","",
1030479,"","","Y","","","","","","","",
1030481,"","","Y","","","","","","","",
1030484,"","","Y","","","","","","","",
1030485,"","Y","","","","","","","","",2016
1030486,"","","Y","","","","","","","",
1030497,"","","Y","","","","","","","",
1030498,"","","Y","","","","","","","",
1030504,"","","Y","","","","","","","",
1030507,"","","Y","","","","","","","",
1030508,"","","Y","","","","","","","",
1030509,"","","","","","","Y","","","",
1030510,"","","Y","","","","","","","",
1030511,"","","Y","","","","","","","",
1030514,"","","Y","","","","","","","",
1030517,"","","Y","","","","","","","",
1030521,"","","Y","","","","","","","",
1030525,"","","Y","","","","","","","",
1030526,"","","Y","","","","","","","",
1030529,"","","Y","","","","","","","",
1030535,"Y","","","","","","","","","",
1030536,"","","Y","","","","","","","",
1030543,"","","Y","","","","","","","",
1030544,"","","Y","","","","","","","",
1030545,"","","Y","","","","","","","",
1030547,"","","Y","","","","","","","",
1030551,"","","","","Y","","","Y","","",
1030553,"","","Y","","","","","","","",
1030560,"","","Y","","","","","","","",
1030561,"","","Y","","","","","","","",
1030562,"","","Y","","","","","","","",
1030564,"","","Y","","","","","","","",
1030565,"","","Y","","","","","","","",
1030568,"","","Y","","","","","","","",
1030572,"","","Y","","","","","","","",
1030573,"","","Y","","","","","","","",
1030575,"","","","","","","Y","","","",
1030576,"","","Y","","","","","","","",
1030577,"","","","","","","Y","","","",
1030578,"","","Y","","","","","","","",
1030579,"","","Y","","","","","","","",
1030580,"","","Y","","","","","","","",
1030581,"","","Y","","","","","","","",
1030591,"","Y","","","","","","","","",2016
1030594,"","","Y","","","","","","","",
1030597,"","","Y","","","","","","","",
1030601,"","","Y","","","","","","","",
1030603,"","","","","","","","Y","","",
1030608,"","","Y","","","","","","","",
1030609,"","","","","","","Y","","","",
1030610,"","","Y","","","","","","","",
1030616,"","","Y","","","","","","","",
1030617,"","","Y","","","","","","","",
1030622,"","","Y","","","","","","","",
1030626,"","","Y","","","","","","","",
1030628,"","","Y","","","","","","","",
1030635,"","","Y","","","","","","","",
1030637,"","","Y","","","","","","","",
1030638,"","","Y","","","","","","","",
1030640,"","","Y","","","","","","","",
1030646,"","","Y","","","","","","","",
1030647,"","","Y","","","","","","","",
1030649,"","","Y","","","","","","","",
1030650,"","","Y","","","","","","","",
1030652,"","","Y","","","","","","","",
1030654,"","","Y","","","","","","","",
1030657,"","","Y","","","","","","","",
1030658,"","","Y","","","","","","","",
1030659,"","","Y","","","","","","","",
1030661,"","","Y","","","","","","","",
1030667,"","","Y","","","","","","","",
1030668,"","","Y","","","","","","","",
1030670,"","","Y","","","","","","","",
1030671,"","","Y","","","","","","","",
1030673,"","","Y","","","","","","","",
1030674,"","","Y","","","","","","","",
1030676,"","","Y","","","","","","","",
1030677,"","","Y","","","","","","","",
1030681,"","","Y","","","","","","","",
1030686,"","","Y","","","","","","","",
1030688,"","","Y","","","","","","","",
1030693,"","","Y","","","","","","","",
1030694,"","","Y","","","","","","","",
1030698,"","","Y","","","","","","","",
1030700,"","","Y","","","","","","","",
1030705,"","","Y","","","","","","","",
1030711,"","","","","","","Y","","","",
1030713,"","","Y","","","","","","","",
1030714,"","","Y","","","","","","","",
1030716,"","","Y","","","","","","","",
1030719,"","","Y","","","","","","","",
1030721,"","","Y","","","","","","","",
1030733,"","","Y","","","","","","","",
1030737,"","","Y","","","","","","","",
1030738,"","","Y","","","","","","","",
1030742,"","","Y","","","","","","","",
1030743,"","","Y","","","","","","","",
1030744,"","","Y","","","","","","","",
1030749,"","","Y","","","","","","","",
1030750,"","","Y","","","","","","","",
1030756,"","","Y","","","","","","","",
1030757,"","","Y","","","","","","","",
1030758,"","","Y","","","","","","","",
1030761,"","","Y","","","","","","","",
1030765,"","","","","","","","","","Y",
1030766,"","","Y","","","","","","","",
1030769,"","","Y","","","","","","","",
1030770,"","","Y","","","","","","","",
1030773,"","","Y","","","","","","","",
1030774,"","","Y","","","","","","","",
1030776,"","","Y","","","","","","","",
1030777,"","","Y","","","","","","","",
1030778,"","","Y","","","","","","","",
1030780,"","","Y","","","","","","","",
1030781,"","","Y","","","","","","","",
1030783,"","","Y","","","","","","","",
1030784,"","","Y","","","","","","","",
1030785,"","","Y","","","","","","","",
1030790,"","","Y","","","","","","","",
1030791,"","","Y","","","","","","","",
1030793,"","","Y","","","","","","","",
1030794,"","","Y","","","","","","","",
1030798,"","","Y","","","","","","","",
1030799,"","","Y","","","","","","","",
1030803,"","","Y","","","","","","","",
1030811,"","","Y","","","","","","","",
1030813,"","","Y","","","","","","","",
1030814,"","","Y","","","","","","","",
1030815,"","Y","","","","","","","","",2016
1030818,"","","Y","","","","","","","",
1030821,"","","Y","","","","","","","",
1030825,"","","Y","","","","","","","",
1030829,"","","Y","","","","","","","",
1030836,"","","Y","","","","","","","",
1030837,"","","","","","","Y","","","",
1030840,"","","Y","","","","","","","",
1030841,"","","Y","","","","","","","",
1030845,"","","Y","","","","","","","",
1030848,"","","Y","","","","","","","",
1030851,"","","Y","","","","","","","",
1030852,"","","Y","","","","","","","",
1030856,"","","Y","","","","","","","",
1030858,"","","Y","","","","","","","",
1030863,"Y","","","","","","","","","",
1030864,"","","Y","","","","","","","",
1030869,"","","Y","","","","","","","",
1030870,"","","Y","","","","","","","",
1030873,"","","Y","","","","","","","",
1030875,"","","Y","","","","","","","",
1030878,"","Y","","","","","","","","",2016
1030880,"","","Y","","","","","","","",
1030881,"","Y","","","","","","","","",2016
1030887,"Y","","","","","","","","","",
1030889,"","","Y","","","","","","","",
1030891,"","","Y","","","","","","","",
1030893,"","","Y","","","","","","","",
1030894,"","","Y","","","","","","","",
1030898,"","","Y","","","","","","","",
1030899,"","","Y","","","","","","","",
1030901,"","","Y","","","","","","","",
1030903,"","","Y","","","","","","","",
1030905,"","","Y","","","","","","","",
1030908,"","","Y","","","","","","","",
1030918,"","","Y","","","","","","","",
1030923,"","","Y","","","","","","","",
1030927,"","","Y","","","","","","","",
1030928,"","","Y","","","","","","","",
1030929,"","","Y","","","","","","","",
1030931,"","","Y","","","","","","","",
1030933,"","","Y","","","","","","","",
1030935,"","","Y","","","","","","","",
1030936,"","","Y","","","","","","","",
1030941,"","","Y","","","","","","","",
1030942,"","Y","","","","","","","","",2016
1030953,"","","Y","","","","","","","",
1030954,"","","Y","","","","","","","",
1030956,"","","Y","","","","","","","",
1030960,"","","Y","","","","","","","",
1030962,"","","Y","","","","","","","",
1030966,"","","Y","","","","","","","",
1030979,"","","Y","","","","","","","",
1030981,"","","Y","","","","","","","",
1030982,"","","Y","","","","","","","",
1030983,"","","Y","","","","","","","",
1030984,"","","","","Y","","","","","",
1030989,"","","Y","","","","","","","",
1030994,"","","Y","","","","","","","",
1030996,"","","Y","","","","","","","",
1030997,"","","Y","","","","","","","",
1031000,"","","Y","","","","","","","",
1031001,"","","Y","","","","","","","",
1031003,"","","Y","","","","","","","",
1031008,"","","Y","","","","","","","",
1031009,"","","","","","","Y","","","",
1031010,"","","Y","","","","","","","",
1031011,"","","Y","","","","","","","",
1031012,"","","Y","","","","","","","",
1031014,"","","","","Y","","","","","",
1031015,"","","Y","","","","","","","",
1031024,"","","Y","","","","","","","",
1031025,"Y","","","","","","","","","",
1031027,"Y","","","","","","","","","",
1031029,"","","Y","","","","","","","",
1031031,"","","Y","","","","","","","",
1031032,"","","Y","","","","","","","",
1031035,"","","","Y","","","","","","",
1031037,"","","Y","","","","","","","",
1031038,"","","Y","","","","","","","",
1031039,"","","Y","","","","","","","",
1031040,"Y","","","","","","","","","",
1031042,"Y","","","","","","","","","",
1031045,"","","Y","","","","","","","",
1031046,"","","Y","","","","","","","",
1031049,"Y","","","","","","","","","",
1031052,"","","Y","","","","","","","",
1031053,"","","Y","","","","","","","",
1031054,"","","Y","","","","","","","",
1031060,"","","Y","","","","","","","",
1031062,"","","Y","","","","","","","",
1031066,"","","Y","","","","","","","",
1031068,"","","Y","","","","","","","",
1031070,"","","Y","","","","","","","",
1031073,"","","Y","","","","","","","",
1031076,"","","Y","","","","","","","",
1031078,"","","Y","","","","","","","",
1031080,"","","Y","","","","","","","",
1031081,"","","Y","","","","","","","",
1031090,"","","Y","","","","","","","",
1031091,"","","Y","","","","","","","",
1031095,"Y","","","","","","","","","",
1031096,"","","Y","","","","","","","",
1031097,"","","Y","","","","","","","",
1031100,"","","Y","","","","","","","",
1031102,"","","","","","","","","","Y",
1031105,"","","Y","","","","","","","",
1031108,"","","Y","","","","","","","",
1031111,"","","Y","","","","","","","",
1031113,"","","Y","","","","","","","",
1031119,"Y","","","","","","","","","",
1031121,"","Y","","","","","","","","",2016
1031125,"","","","","","Y","","","","",2016
1031126,"","","Y","","","","","","","",
1031131,"","","Y","","","","","","","",
1031132,"","","","","Y","","","","","",
1031133,"","","Y","","","","","","","",
1031134,"","","Y","","","","","","","",
1031138,"","","Y","","","","","","","",
1031140,"","","Y","","","","","","","",
1031141,"","","Y","","","","","","","",
1031146,"","","Y","","","","","","","",
1031147,"","","Y","","","","","","","",
1031149,"","","Y","","","","","","","",
1031151,"","","Y","","","","","","","",
1031152,"","","Y","","","","","","","",
1031155,"","","Y","","","","","","","",
1031156,"","","Y","","","","","","","",
1031157,"Y","","","","","","","","","",
1031158,"","","Y","","","","","","","",
1031159,"","","Y","","","","","","","",
1031162,"","","Y","","","","","","","",
1031163,"","","Y","","","","","","","",
1031164,"","","Y","","","","","","","",
1031166,"","","Y","","","","","","","",
1031167,"","","Y","","","","","","","",
1031170,"","","Y","","","","","","","",
1031173,"","","Y","","","","","","","",
1031180,"","","Y","","","","","","","",
1031182,"","","Y","","","","","","","",
1031187,"","","Y","","","","","","","",
1031188,"","Y","","","","","","","","",2016
1031189,"","","Y","","","","","","","",
1031192,"","","Y","","","","","","","",
1031193,"","","Y","","","","","","","",
1031194,"","","Y","","","","","","","",
1031195,"","","Y","","","","","","","",
1031196,"","","Y","","","","","","","",
1031197,"","","Y","","","","","","","",
1031200,"","","","","","","Y","","","",
1031205,"","","Y","","","","","","","",
1031207,"","","","","","Y","","","","",2016
1031208,"","","Y","","","","","","","",
1031210,"","","Y","","","","","","","",
1031215,"","","Y","","","","","","","",
1031218,"","","Y","","","","","","","",
1031220,"","","Y","","","","","","","",
1031221,"","","Y","","","","","","","",
1031226,"","","Y","","","","","","","",
1031227,"","","Y","","","","","","","",
1031229,"","","Y","","","","","","","",
1031231,"","","Y","","","","","","","",
1031234,"","","Y","","","","","","","",
1031237,"","","Y","","","","","","","",
1031248,"","","Y","","","","","","","",
1031249,"","Y","","","","","","","","",2016
1031250,"","","Y","","","","","","","",
1031253,"","","Y","","","","","","","",
1031254,"","","","","","","Y","","","",
1031256,"","","Y","","","","","","","",
1031257,"","","Y","","","","","","","",
1031268,"","","Y","","","","","","","",
1031271,"","","","","","Y","","","","",2016
1031277,"","","Y","","","","","","","",
1031279,"","","Y","","","","","","","",
1031280,"","","Y","","","","","","","",
1031285,"","Y","","","","","","","","",2016
1031287,"","","Y","","","","","","","",
1031289,"","","Y","","","","","","","",
1031292,"","","Y","","","","","","","",
1031304,"","","","","","","Y","","","",
1031305,"","Y","","","","","","","","",2016
1031306,"","Y","","","","","","","","",2016
1031311,"","","Y","","","","","","","",
1031312,"","","Y","","","","","","","",
1031313,"","","Y","","","","","","","",
1031319,"","","Y","","","","","","","",
1031323,"","","Y","","","","","","","",
1031326,"","","Y","","","","","","","",
1031327,"","","Y","","","","","","","",
1031329,"","","Y","","","","","","","",
1031330,"","","Y","","","","","","","",
1031334,"","","Y","","","","","","","",
1031335,"","","Y","","","","","","","",
1031336,"","","","Y","","","","","","",
1031339,"","","Y","","","","","","","",
1031340,"","","Y","","","","","","","",
1031346,"","","Y","","","","","","","",
1031349,"Y","","","","","","","","","",
1031351,"","","Y","","","","","","","",
1031352,"","","Y","","","","","","","",
1031353,"","","Y","","","","","","","",
1031355,"","","Y","","","","","","","",
1031357,"","","Y","","","","","","","",
1031359,"","","Y","","","","","","","",
1031363,"","","Y","","","","","","","",
1031367,"","","Y","","","","","","","",
1031368,"","","Y","","","","","","","",
1031371,"","","Y","","","","","","","",
1031372,"","","Y","","","","","","","",
1031373,"","","Y","","","","","","","",
1031382,"","","Y","","","","","","","",
1031384,"","","Y","","","","","","","",
1031385,"","","Y","","","","","","","",
1031388,"","","Y","","","","","","","",
1031389,"","","Y","","","","","","","",
1031390,"","","Y","","","","","","","",
1031391,"","","Y","","","","","","","",
1031394,"","","Y","","","","","","","",
1031395,"","","Y","","","","","","","",
1031396,"","","Y","","","","","","","",
1031398,"","","Y","","","","","","","",
1031399,"","","Y","","","","","","","",
1031402,"","","Y","","","","","","","",
1031403,"","","Y","","","","","","","",
1031406,"","","Y","","","","","","","",
1031409,"","","Y","","","","","","","",
1031410,"","","Y","","","","","","","",
1031411,"","","Y","","","","","","","",
1031412,"","","","","Y","","","Y","","",
1031413,"","","Y","","","","","","","",
1031414,"","","","","","","Y","","","",
1031415,"","","Y","","","","","","","",
1031416,"","","","","","","Y","","","",
1031417,"","","Y","","","","","","","",
1031421,"","","Y","","","","","","","",
1031425,"","","Y","","","","","","","",
1031427,"","","Y","","","","","","","",
1031428,"Y","","","","","","","","","",
1031429,"","Y","","","","","","","","",2016
1031430,"","","Y","","","","","","","",
1031431,"","","Y","","","","","","","",
1031432,"Y","","","","","","","","","",
1031433,"","","Y","","","","","","","",
1031435,"","","Y","","","","","","","",
1031436,"","","Y","","","","","","","",
1031446,"","","Y","","","","","","","",
1031449,"Y","","","","","","","","","",
1031452,"","","Y","","","","","","","",
1031455,"","","Y","","","","","","","",
1031461,"","","Y","","","","","","","",
1031462,"","","Y","","","","","","","",
1031470,"","","Y","","","","","","","",
1031472,"","Y","","","","","","","","",2016
1031473,"","","Y","","","","","","","",
1031474,"Y","","","","","","","","","",
1031475,"","","","","Y","","","","","",
1031476,"","","Y","","","","","","","",
1031477,"","","Y","","","","","","","",
1031478,"","","Y","","","","","","","",
1031480,"","","Y","","","","","","","",
1031483,"","","Y","","","","","","","",
1031484,"","","Y","","","","","","","",
1031489,"","","Y","","","","","","","",
1031490,"","","Y","","","","","","","",
1031493,"","","Y","","","","","","","",
1031495,"","","Y","","","","","","","",
1031496,"","","Y","","","","","","","",
1031498,"","","Y","","","","","","","",
1031500,"","","Y","","","","","","","",
1031511,"","","Y","","","","","","","",
1031513,"","","Y","","","","","","","",
1031518,"","","Y","","","","","","","",
1031519,"","","Y","","","","","","","",
1031521,"","","Y","","","","","","","",
1031522,"","","Y","","","","","","","",
1031525,"","Y","","","","","","","","",2016
1031526,"","","Y","","","","","","","",
1031528,"","","Y","","","","","","","",
1031529,"","","Y","","","","","","","",
1031530,"","","Y","","","","","","","",
1031531,"","","Y","","","","","","","",
1031536,"","","Y","","","","","","","",
1031538,"","","Y","","","","","","","",
1031541,"","Y","","","","","","","","",2016
1031545,"","","Y","","","","","","","",
1031547,"","","Y","","","","","","","",
1031550,"","","Y","","","","","","","",
1031551,"","","Y","","","","","","","",
1031552,"","","Y","","","","","","","",
1031553,"","","Y","","","","","","","",
1031556,"","","Y","","","","","","","",
1031558,"","","Y","","","","","","","",
1031559,"","","Y","","","","","","","",
1031560,"","","Y","","","","","","","",
1031562,"","","Y","","","","","","","",
1031563,"","","Y","","","","","","","",
1031564,"Y","","","","","","","","","",
1031571,"","","Y","","","","","","","",
1031573,"","","Y","","","","","","","",
1031575,"","","Y","","","","","","","",
1031580,"","","Y","","","","","","","",
1031584,"","","Y","","","","","","","",
1031585,"","","Y","","","","","","","",
1031587,"","","Y","","","","","","","",
1031589,"","","Y","","","","","","","",
1031598,"","","Y","","","","","","","",
1031601,"","","Y","","","","","","","",
1031603,"Y","","","","","","","","","",
1031606,"","","","","Y","","","","","",
1031610,"","","Y","","","","","","","",
1031611,"","","Y","","","","","","","",
1031612,"","","Y","","","","","","","",
1031615,"","","Y","","","","","","","",
1031616,"","","Y","","","","","","","",
1031617,"","","Y","","","","","","","",
1031619,"","","Y","","","","","","","",
1031620,"","","Y","","","","","","","",
1031621,"","","","","","","Y","","","",
1031622,"","","Y","","","","","","","",
1031623,"","","Y","","","","","","","",
1031625,"","Y","","","","","","","","",2016
1031631,"","","Y","","","","","","","",
1031636,"","","Y","","","","","","","",
1031638,"","","Y","","","","","","","",
1031640,"","","Y","","","","","","","",
1031644,"","","Y","","","","","","","",
1031647,"","","Y","","","","","","","",
1031650,"","","Y","","","","","","","",
1031651,"","Y","","","","","","","","",2016
1031653,"","","Y","","","","","","","",
1031654,"","","Y","","","","","","","",
