"FilingID","ReferenceID","Foreign Regulatory Authority"
"972938","12531","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"985194","53852","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"985284","65126","Cayman Islands - Cayman Islands Monetary Authority"
"985284","170796","Cayman Islands - Cayman Islands Monetary Authority"
"974489","60201","Cayman Islands - Cayman Islands Monetary Authority"
"985472","77602","Cayman Islands - Cayman Islands Monetary Authority"
"985472","53098","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"985472","53093","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"985472","53086","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"985472","38835","Other - CAYMEN ISLANDS MONETARY AUTHORITY"
"985472","38987","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"985472","77619","Cayman Islands - Cayman Islands Monetary Authority"
"985472","39175","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"985472","77624","Cayman Islands - Cayman Islands Monetary Authority"
"985472","38610","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"969213","166924","Cayman Islands - Cayman Islands Monetary Authority"
"984414","30747","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"984414","30733","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"984414","29765","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"990323","18355","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"991747","5706","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"970153","167843","Cayman Islands - Cayman Islands Monetary Authority"
"970153","19623","Cayman Islands - Cayman Islands Monetary Authority"
"970153","19731","Cayman Islands - Cayman Islands Monetary Authority"
"992871","171449","Other - CURACAO, CENTRAL BANK"
"992871","172437","Other - CENTRAL BANK OF CURACAO AND SINT MAARTEN"
"978187","7677","Other - MALTA FINANCIAL SERVICES AUTHORTITY"
"984073","57410","Cayman Islands - Cayman Islands Monetary Authority"
"977601","69558","Cayman Islands - Cayman Islands Monetary Authority"
"977601","69562","Cayman Islands - Cayman Islands Monetary Authority"
"977601","21017","Netherlands - The Netherlands Authority for the Financial Markets"
"977601","33060","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"977601","21041","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"977601","21017","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"977601","21017","United Kingdom - Financial Conduct Authority"
"967919","54859","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"967910","59284","Other - IRELAND/FINANCIAL REGULATOR"
"967910","59282","Other - IRELAND/FINANCIAL REGULATOR"
"967910","59281","Other - IRELAND/FINANCIAL REGULATOR"
"967910","59264","Other - IRELAND/FINANCIAL REGULATOR"
"967910","59261","Other - IRELAND/FINANCIAL REGULATOR"
"975154","13632","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"975154","13538","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"975154","13493","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"975154","13488","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"972824","169573","Cayman Islands - Cayman Islands Monetary Authority"
"972824","169577","Cayman Islands - Cayman Islands Monetary Authority"
"981630","69519","Cayman Islands - Cayman Islands Monetary Authority"
"981630","30773","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"974276","55858","Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"993630","55791","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"985863","60238","Cayman Islands - Cayman Islands Monetary Authority"
"995058","168677","Cayman Islands - Cayman Islands Monetary Authority"
"992712","172916","Cayman Islands - Cayman Islands Monetary Authority"
"992712","18251","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"992712","24985","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"992712","24949","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"992569","172438","Cayman Islands - Cayman Islands Monetary Authority"
