"FilingID","ReferenceID","SubreferenceID","Foreign  
Regulatory Authority"
"886434","19382","4603","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"868604","4636","2795","Cayman Islands - Cayman Islands Monetary Authority"
"868604","3829","1411","Cayman Islands - Cayman Islands Monetary Authority"
"868604","4646","1542","Cayman Islands - Cayman Islands Monetary Authority"
"868604","3829","1410","Cayman Islands - Cayman Islands Monetary Authority"
"891381","14775","3112","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891381","14756","3102","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891381","14741","3099","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891381","14767","3109","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"885006","36478","7446","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"885006","36910","7453","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"885006","38068","7456","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"885006","46247","8370","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"885006","5320","12268","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"885006","63071","13017","Cayman Islands - Cayman Islands Monetary Authority"
"885006","66547","13601","Cayman Islands - Cayman Islands Monetary Authority"
"885006","57025","11350","Cayman Islands - Cayman Islands Monetary Authority"
"885006","16135","9297","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891329","4864","1591","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894949","53920","10581","Cayman Islands - Cayman Islands Monetary Authority"
"890222","47100","8572","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"893434","47730","10687","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"866383","25880","9031","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"884222","49340","9077","Cayman Islands - Cayman Islands Monetary Authority"
"893726","9064","2393","Cayman Islands - Cayman Islands Monetary Authority"
"881220","24385","9155","Cayman Islands - Cayman Islands Monetary Authority"
"868424","8740","2253","Other  
- CAYMAN ISLANDS-- CAYMAN ISLANDS MONETARY AUTHORITY"
"868424","8770","3627","Other  
- CAYMAN ISLANDS-- CAYMAN ISLANDS MONETARY AUTHORITY"
"895498","33718","6201","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"888130","66923","13700","Other  
- CAYMAN ISLANDS"
"888130","66923","13701","Other  
- CAYMAN ISLANDS"
"885677","5637","12349","Cayman Islands - Cayman Islands Monetary Authority"
"898469","61989","12590","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"898469","51333","10090","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"898469","4641","1552","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"899701","65837","13454","Cayman Islands - Cayman Islands Monetary Authority"
"899565","24957","4913","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"899565","26813","4919","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"899701","65837","13453","Cayman Islands - Cayman Islands Monetary Authority"
"873874","56715","11264","Cayman Islands - Cayman Islands Monetary Authority"
"893794","3852","10495","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY (""CIMA"")"
"879024","26182","5564","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"879024","26182","5556","British Virgin Islands - British Virgin Islands Financial Services Commission"
"895949","49290","9068","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892038","73921","39377","Cayman Islands - Cayman Islands Monetary Authority"
"899825","22070","4263","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"879011","13201","14049","Cayman Islands - Cayman Islands Monetary Authority"
"879011","13201","14050","Cayman Islands - Cayman Islands Monetary Authority"
"879011","13231","14054","Cayman Islands - Cayman Islands Monetary Authority"
"894741","16953","3428","Cayman Islands - Cayman Islands Monetary Authority"
"894741","16953","3511","Cayman Islands - Cayman Islands Monetary Authority"
"897509","51760","9964","Cayman Islands - Cayman Islands Monetary Authority"
"895813","52598","10181","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"880375","17849","3711","Bermuda - Bermuda Monetary Authority"
"880375","18103","3714","Bermuda - Bermuda Monetary Authority"
"880375","18111","3717","Bermuda - Bermuda Monetary Authority"
"880375","18531","3718","Bermuda - Bermuda Monetary Authority"
"880375","18116","3719","Bermuda - Bermuda Monetary Authority"
"880375","18153","3720","Bermuda - Bermuda Monetary Authority"
"880375","18643","3721","Bermuda - Bermuda Monetary Authority"
"880375","18645","3722","Bermuda - Bermuda Monetary Authority"
"880375","18120","3725","Bermuda - Bermuda Monetary Authority"
"880375","18167","3724","Bermuda - Bermuda Monetary Authority"
"895539","37586","6969","Cayman Islands - Cayman Islands Stock Exchange Authority"
"878221","4138","1599","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892520","3991","1427","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"888996","20045","3909","Cayman Islands - Cayman Islands Monetary Authority"
"899317","4428","12113","Cayman Islands - Cayman Islands Monetary Authority"
"889002","44017","7980","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894383","1345","1266","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884976","32737","6824","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889161","3899","9243","Cayman Islands - Cayman Islands Stock Exchange Authority"
"889161","3899","9244","Cayman Islands - Cayman Islands Stock Exchange Authority"
"889161","8028","2125","Cayman Islands - Cayman Islands Stock Exchange Authority"
"889161","8002","6492","Cayman Islands - Cayman Islands Stock Exchange Authority"
"889161","8002","6493","Cayman Islands - Cayman Islands Stock Exchange Authority"
"889161","3899","6503","Cayman Islands - Cayman Islands Stock Exchange Authority"
"889161","3899","6504","Cayman Islands - Cayman Islands Stock Exchange Authority"
"881739","20654","5184","Cayman Islands - Cayman Islands Monetary Authority"
"881739","20654","5189","Cayman Islands - Cayman Islands Monetary Authority"
"881739","20631","5196","Cayman Islands - Cayman Islands Monetary Authority"
"894038","17866","3524","Cayman Islands - Cayman Islands Monetary Authority"
"898025","64011","12986","Cayman Islands - Cayman Islands Monetary Authority"
"878977","5853","1755","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"878977","5924","1765","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894408","54399","10703","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884795","45797","8262","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884795","10581","2505","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884285","30835","6303","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884285","33932","6278","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884285","30837","6314","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884285","30837","6315","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884285","65554","13383","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"872837","44682","8063","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY SECTION 4(3)"
"891809","9334","2347","Cayman Islands - Cayman Islands Monetary Authority"
"891809","9257","2340","Cayman Islands - Cayman Islands Monetary Authority"
"877731","45042","8123","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"893111","34647","6483","Cayman Islands - Cayman Islands Monetary Authority"
"893111","35039","6501","Cayman Islands - Cayman Islands Monetary Authority"
"882068","27587","5085","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"882825","2771","1932","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"882825","2771","1952","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"894589","57156","11399","Cayman Islands - Cayman Islands Monetary Authority"
"892518","54833","10875","Cayman Islands - Cayman Islands Stock Exchange Authority"
"896485","29626","5390","Cayman Islands - Cayman Islands Monetary Authority"
"896485","29070","11327","Cayman Islands - Cayman Islands Monetary Authority"
"896485","68993","14120","Cayman Islands - Cayman Islands Monetary Authority"
"896485","68993","14119","Cayman Islands - Cayman Islands Monetary Authority"
"874125","43512","7882","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"874125","43512","7883","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894636","31686","5772","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894636","31759","5792","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892739","7634","2060","Japan - Financial Services Agency"
"894265","47807","8753","Other  
- CIMA"
"894265","65244","13319","Cayman Islands - Cayman Islands Monetary Authority"
"891546","2658","1276","Other  
- CAYMAN ISLANDS / CAYMAN ISLANDS MONETARY AUTHORITY"
"897212","43208","7812","Cayman Islands - Cayman Islands Monetary Authority"
"897212","43065","7774","Cayman Islands - Cayman Islands Monetary Authority"
"875532","17757","3499","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"875532","17772","3501","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"875532","17775","3508","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"875532","18724","3689","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"875532","19414","3807","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"875532","57538","11557","Cayman Islands - Cayman Islands Monetary Authority"
"875532","58001","11708","Cayman Islands - Cayman Islands Monetary Authority"
"875532","18142","3576","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"875532","17680","3490","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"875532","65863","13461","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"891423","6900","13003","Cayman Islands - Cayman Islands Monetary Authority"
"891423","6900","1977","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"891423","6846","2797","Cayman Islands - Cayman Islands Monetary Authority"
"877502","34735","6487","Cayman Islands - Cayman Islands Monetary Authority"
"877502","35072","7376","Cayman Islands - Cayman Islands Monetary Authority"
"886038","10628","2514","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"886038","10735","2529","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"886038","10963","2571","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"886038","54660","10770","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890235","25379","6089","Cayman Islands - Cayman Islands Monetary Authority"
"881788","59875","12106","British Virgin Islands - British Virgin Islands Financial Services Commission"
"863862","4145","10803","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"887889","29673","5408","British Virgin Islands - British Virgin Islands Financial Services Commission"
"887889","37094","6849","British Virgin Islands - British Virgin Islands Financial Services Commission"
"887889","36974","6831","British Virgin Islands - British Virgin Islands Financial Services Commission"
"887889","37017","6837","British Virgin Islands - British Virgin Islands Financial Services Commission"
"887889","37039","6841","British Virgin Islands - British Virgin Islands Financial Services Commission"
"887889","37049","6843","British Virgin Islands - British Virgin Islands Financial Services Commission"
"887889","37063","6846","British Virgin Islands - British Virgin Islands Financial Services Commission"
"887889","37077","6847","British Virgin Islands - British Virgin Islands Financial Services Commission"
"887889","51355","9870","British Virgin Islands - British Virgin Islands Financial Services Commission"
"879469","9608","14043","Cayman Islands - Cayman Islands Monetary Authority"
"895552","3487","11957","Cayman Islands - Cayman Islands Monetary Authority"
"881042","15338","3694","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"881042","15338","3693","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"881042","15338","8954","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"897335","8448","2207","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894209","50064","9270","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"883735","50249","9336","Cayman Islands - Cayman Islands Monetary Authority"
"888708","13383","2859","British Virgin Islands - British Virgin Islands Financial Services Commission"
"900517","35072","7376","Cayman Islands - Cayman Islands Monetary Authority"
"900049","19917","3885","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"900347","34735","6487","Cayman Islands - Cayman Islands Monetary Authority"
"900347","35072","7376","Cayman Islands - Cayman Islands Monetary Authority"
"900517","34735","6487","Cayman Islands - Cayman Islands Monetary Authority"
"886543","6064","1799","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"886543","6043","1795","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"900122","66675","13644","Ireland -  Central Bank of Ireland"
"900122","24669","4570","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"900122","24697","4579","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"900122","47186","8599","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"900122","48160","8838","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"900122","58332","11764","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"900122","58332","11765","Cayman Islands - Cayman Islands Monetary Authority"
"894627","24568","4541","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894627","24574","4543","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894627","24568","28375","Other  
- SHANGHAI FINANCIAL SERVICE OFFICE"
"898989","44808","8086","Cayman Islands - Cayman Islands Stock Exchange Authority"
"891625","49139","17367","Cayman Islands - Cayman Islands Monetary Authority"
"885640","11617","2870","Guernsey - Guernsey Financial Services Commission"
"885640","11628","2871","Guernsey - Guernsey Financial Services Commission"
"885640","11726","2862","Guernsey - Guernsey Financial Services Commission"
"885640","11717","2873","Guernsey - Guernsey Financial Services Commission"
"894869","5887","1757","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY, CAYMAN ISLANDS"
"898803","66468","13589","Cayman Islands - Cayman Islands Monetary Authority"
"900364","56139","11123","Cayman Islands - Cayman Islands Monetary Authority"
"898572","65599","13393","Cayman Islands - Cayman Islands Monetary Authority"
"898572","54753","10783","British Virgin Islands - British Virgin Islands Financial Services Commission"
"887365","5747","1746","British Virgin Islands - British Virgin Islands Financial Services Commission"
"866691","56787","11286","Cayman Islands - Cayman Islands Monetary Authority"
"866691","56787","11287","Cayman Islands - Cayman Islands Monetary Authority"
"878577","64435","13123","Cayman Islands - Cayman Islands Monetary Authority"
"893143","5208","1899","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"895467","54728","10779","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"879152","21929","4252","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"879152","21945","4254","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"888227","59226","11947","Cayman Islands - Cayman Islands Monetary Authority"
"888227","29033","5311","Cayman Islands - Cayman Islands Monetary Authority"
"888227","70264","18367","Cayman Islands - Cayman Islands Monetary Authority"
"889757","65967","13485","Cayman Islands - Cayman Islands Monetary Authority"
"889757","1944","1142","Cayman Islands - Cayman Islands Monetary Authority"
"890228","4603","1588","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY  (""CIMA"")"
"885826","63646","12894","Cayman Islands - Cayman Islands Monetary Authority"
"866210","48969","14267","Cayman Islands - Cayman Islands Monetary Authority"
"896927","47717","8752","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"867667","65683","13421","Cayman Islands - Cayman Islands Monetary Authority"
"867667","54308","10661","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"867667","25558","4708","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"888645","16747","3342","Cayman Islands - Cayman Islands Monetary Authority"
"888645","47151","8583","Cayman Islands - Cayman Islands Monetary Authority"
"884141","22780","4322","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884141","22628","4315","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884141","22757","4320","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
