"FilingID","Wrap Fee Program","Sponsor"
"940233","THIRD PARTY MODELS PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
"929939","SHEPHERD FINANCIAL WRAP PROGRAM","SHEPHERD FINANCIAL PARTNERS, LLC"
"940257","CONCENTRUM WEALTH MANAGEMENT WRAP PROGRAM","CONCENTRUM WEALTH MANAGEMENT"
"940272","STRUCTURED INVESTMENT MANAGEMENT PROGRAM","RNP ADVISORY SERVICES, INC"
"940281","SELECT TRAC ETF PROGRAM","GARY GOLDBERG PLANNING SERVICES, INCORPORATED"
"940281","SELECT TRAC MUTUAL FUND PROGRAM","GARY GOLDBERG PLANNING SERVICES, INCORPORATED"
"940284","MANAGED OPPORTUNITIES PROGRAM","SECURITIES AMERICA ADVISORS, INC."
"940284","FINANCIAL ADVISORS PROGRAM","SECURITIES AMERICA ADVISORS, INC."
"940290","DIVERSIFIED MANAGED ALLOCATIONS","WACHOVIA SECURITIES, LLC"
"940290","WFI WELLSSELECT","WELLS FARGO INVESTMENTS, LLC"
"940290","PORTFOLIO CONSULTING SERVICES","B.C. ZIEGLER"
"940290","MASTER AGREEMENT","PRUDENTIAL PNC"
"940290","CONSULTING SOLUTIONS","RBC DAIN RAUSCHER"
"940290","FIDUCIARY SERVICES PROGRAM","SALOMON SMITH BARNEY INC"
"940290","STRATEGIC PORTFOLIO","WELLS FARGO BANK, NATIONAL ASSOCIATION"
"940290","MANAGED ACCOUNT","DEUTSCHE BANK ALEX BROWN"
"940290","UMA PLATFORM","EDWARD JONES"
"940290","MANAGED ACCOUNT","ENVESTNET ASSET MANAGEMENT"
"940290","MANAGED ACCOUNT","FDX ADVISORS"
"940290","MANAGED ACCOUNT","FUNDQUEST INCORPORATED"
"940290","MANAGED ACCOUNT","GLOBALBRIDGE ADVISORS"
"940290","MANAGED ACCOUNT","GOLDMAN SACHS"
"940290","MANAGED ACCOUNT","HILLIARD LYONS"
"940290","MANAGED ACCOUNT","PLACEMARK INVESTMENTS"
"940290","MANAGED ACCOUNT","REHMANN FINANCIAL"
"940290","MANAGED ACCOUNT","R.W. BAIRD"
"940290","MANAGED ACCOUNT","WACHOVIA BANK NATIONAL ASSOCIATION"
"940290","MANAGED ACCOUNT","SMARTLEAF"
"940290","MANAGED ACCOUNT","STIFEL NICOLAUS"
"940290","MODEL PORTFOLIO - UMA","TD AMERITRADE"
"940290","MANAGED ACCOUNT","UNITED CAPITAL"
"940290","MODEL PORTFOLIO PROGRAM","U.S. BANK NATIONAL ASSOCIATION"
"940290","MODEL POFRTOLIO PROGRAM","US TRUST (LASALLE)"
"940290","FAMILY WEALTH GROUP","WELLS FARGO INVEST., LLC"
"940290","MASTERS PROGRAM","WACHOVIA SECURITIES LLC"
"940290","PERSONAL PORTFOLIO PROGRAM","MORGAN STANLEY DW INC"
"940290","DIVERSIFIED PORTFOLIO PROGRAM","MORGAN KEEGAN"
"940290","MODEL PORTFOLIO - UMA","RBC DAIN RAUSCHER"
"940290","MASTER AGREEMENT","PRUDENTIAL INVESTMENTS LLC"
"940290","MANAGED ACCOUNT","SONTAG"
"940290","MANAGED ACCOUNT","RELIANCE TRUST"
"940290","PORTFOLIO SELECTS","BANC OF AMERICA CAPITAL MANAGEMENT, LLC"
"940290","PREMIER ASSET MANAGEMENT PROGRAM","ENVESTNET ADVISORY CORPORATION"
"940290","MANAGER OF MANAGERS PROGRAM","BRINKER CAPITAL, INC."
"940290","MORGAN STANLEY ACCESS","MORGAN STANLEY DW INC."
"940290","CONSULTS DIVERSIFIED PORTFOLIO (CDP)","MERRILL LYNCH"
"940290","ASSETS MANAGEMENT PROGRAM","NET ASSET MANAGEMENT"
"940290","PEAK I","PERSHING DIVISION OF DLJ"
"940290","PREMIER PORTFOLIO SERVICES","AMERIPRISE"
"940290","MERIDIAN/STRATIS PROGRAM","BEAR STEARNS & CO."
"940290","PORTFOLIO MANAGER PROGRAM","CHASE / J.P. MORGAN"
"940290","CES PLATFORM","COMMONWEALTH FINANCIAL NETWORK"
"940290","ADVISORY SERVICES PROGRAM","GUGGENHEIM SECURITIES, LLC"
"940290","JANNEY WEALTH MANAGEMENT SVCS","JANNEY MONTGOMERY SCOTT LLC"
"940290","MANAGED ACCOUNT LINK","LOCKWOOD ADVISORS, INC."
"940290","PREFERRED ADVISORS PROGRAM","MODERN ASSET MANAGEMENT"
"940290","PREFERRED MANAGERS PROGRAM","MORGAN KEEGAN"
"940290","UNIFIED MANAGED ACCOUNT - PORTFOLIO ADVISER PROGRAM","OPPENHEIMER"
"940290","CONSULTING SOLUTIONS","RAYMOND JAMES & ASSOCIATES"
"940290","MANAGER SELECT PROGRAM","LINSCO/PRIVATE LEDGER"
"940290","MACS PROGRAM","PRUDENTIAL SECURITIES INC."
"940290","MANAGED ACCOUNT - MSP","CHARLES SCHWAB & CO."
"940290","MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO."
"940290","ACCESS ADVISORY PROGRAM","UBS FINANCIAL SERVICES"
"940290","FS PROGRAM","CITI PRIVATE BANK"
"940290","MANAGED ACCOUNT","HIGHTOWER"
"940290","MANAGED ACCOUNT","CENTRAL TRUST"
"940290","MANAGED ACCOUNT","CREDIT SUISSE"
"940290","MANAGED ACCOUNT","FIRST BANK"
"940290","MANAGED ACCOUNT","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
"940290","MANAGED ACCOUNT","MERCER ADVISORS"
"940290","MANAGED ACCOUNT","PNC MANAGED INESTMENTS"
"940290","MANAGED ACCOUNT","SEASIDE NATIONAL BANK"
"940290","MANAGED ACCOUNT","ASSETMARK"
"940290","MANAGED ACCOUNT","HILLVIEW CAPITAL ADVISORS"
"940293","CORE II","DAVENPORT & COMPANY LLC"
"940293","BLENDED ALLOCATION PORTFOLIOS","DAVENPORT & COMPANY LLC"
"940293","FLEXIBLE MANAGED ACCOUNT","DAVENPORT & COMPANY LLC"
"940293","PORTFOLIO MANAGEMENT ACCOUNT","DAVENPORT & COMPANY LLC"
"940293","EQUITY OPPORTUNITIES","DAVENPORT & COMPANY LLC"
"940293","FUNDADVISOR","DAVENPORT & COMPANY LLC"
"940293","VALUE & INCOME","DAVENPORT & COMPANY LLC"
"940293","MANAGERSELECT","DAVENPORT & COMPANY LLC"
"930712","TRADITION WEALTH ASSET MANAGEMENT","TRADITION WEALTH MANAGEMENT, LLC"
"940307","AMBASSADOR","RAYMOND JAMES FINANCIAL SERVICES ADVISORS, INC."
"940300","UNIFIED MANAGED ACCOUNT PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"940300","CONSOLIDATED MANAGED ACCOUNTS PROGRAM","GENWORTH FINANCIAL WEALTH MANAGEMENT, INC."
"940327","CAPITAL DIRECTIONS","PNC INVESTMENTS LLC"
"940327","PORTFOLIO SOLUTIONS","PNC INVESTMENTS LLC"
"940327","PREMIER DIRECTIONS","PNC INVESTMENTS LLC"
"940327","STRATEGIC DIRECTIONS","PNC INVESTMENTS LLC"
"940351","CAPITAL DIRECTIONS","PNC INVESTMENTS LLC"
"940351","PORTFOLIO SOLUTIONS","PNC INVESTMENTS LLC"
"940351","PREMIER DIRECTIONS","PNC INVESTMENTS LLC"
"940351","STRATEGIC DIRECTIONS","PNC INVESTMENTS LLC"
"917233","STRATEGIC ASSET MANAGEMENT PROGRAM","LPL FINANCIAL"
"940387","THE CARRTHAXTON WRAP FEE PROGRAM","CARRTHAXTON"
"940383","MAP LATITUDE","WADDELL & REED, INC."
"940185","RAYMOND JAMES - WRAP FEE PROGRAM","RAYMOND JAMES"
"940185","MORGAN STANLEY DEAN WITTER: VISION III - WRAP FEE PROGRAM","MORGAN STANLEY DEAN WITTER"
"940185","WELLS FARGO ADVISORS-WRAP FEE PROGRAM","WELLS FARGO ADVISORS, LLC"
"940382","DISCRETIONARY ACCOUNTS PROGRAM","JEFFERIES INVESTMENT ADVISERS,LLC"
"940382","MANAGED ACCOUNT SOLUTIONS PROGRAM","JEFFERIES INVESTMENT ADVISERS, LLC"
"940382","FEE BASED NON-DISCRETIONARY ADVISORY ACCOUNTS PROGRAM","JEFFERIES INVESTMENT ADVISERS, LLC"
"940382","MANAGED ACCOUNTS PROGRAM","JEFFERIES INVESTMENT ADVISERS, LLC"
"940414","ROYAL BANK OF CANADA WEALTH MANAGEMENT","ROYAL BANK OF CANADA"
"940414","PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS"
"940414","FIDELITY","FIDELITY"
"940414","MANAGED ACCOUNTS CONSULTING (MAC)","UBS"
"940414","SEPARATE ACCOUNT EXCHANGE","TD AMERITRADE"
"940414","INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY SMITH BARNEY"
"940414","MARKETPLACE","CHARLES SCHWAB"
"940410","BERKELEY MANAGED ACCOUNT PROGRAM","BERKELEY CAPITAL PARTNERS, LLC"
"929187","ZENYATTA ADVISORS WRAP PROGRAM","ZENYATTA ADVISORS, LLC"
"940418","MULTIPLE STRATEGY PORTFOLIO PROGRAM","ARGENTUS CAPITAL MANAGEMENT, LLC"
"940492","LOCKWOOD MANAGED ACCOUNT UTILITY","PERSHING"
"940492","SEPARATE ACCOUNT EXCHANGE","TD AMERITRADE"
"940492","ENVESTNET","ENVESTNET ADVISORY CORP."
"940492","WRAP PROGRAM","CHARLES SCHWAB"
"940492","ABNER HERRMAN & BROCK WRAP FEE PROGRAM","ABNER, HERRMAN & BROCK"
"940492","SEPERATE ACCOUNT NETWORK","FIDELITY"
"940492","STIFEL MANAGED ASSETS","STIFEL, NICOLAUS & COMPANY"
"940492","INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY"
"940492","MANAGED ASSETS CONSULTING PROGRAM","UBS FINANCIAL SERVICES"
"940492","NETWORK INVESTMENT CONSULTING SERVICES","WELLS FARGO ADVISORS"
"940492","MANAGERS CIRCUIT","JP MORGAN"
"940492","S-MAPADVISORY WRAP PROGRAM","INVESTORS CAPITAL ADVISORY SERVICES"
"940492","MANAGER SELECT","LINSCO PRIVATE LEDGER"
"940492","THE PROGRAM","SEASIDE NATIONAL BANK & TRUST"
"940492","CANTELLA CLASSIC PLATINUM PROGRAM","CANTELLA & CO. INC."
"940492","MAP","RBC WEALTH MANAGEMENT"
"940573","DB DYNAMIC ETF PORTFOLIOS","DEUTSCHE BANK SECURITIES INC."
"940573","NDA SELECT","DEUTSCHE BANK SECURITIES INC."
"940573","FUND SELECT","DEUTSCHE BANK SECURITIES INC."
"940573","CORPORATE CASH MANAGEMENT","DEUTSCHE BANK SECURITIES INC."
"940573","MANAGED SELECT","DEUTSCHE BANK SECURITIES INC."
"940573","DB CIO SELECT FUNDS","DEUTSCHE BANK SECURITIES INC."
"940573","DB CIO SELECT","DEUTSCHE BANK SECURITIES INC."
"940575","FB ADVISORY","EXCEL SECURITIES & ASSOCIATES, INC."
"940575","MANAGED ETF PORTFOLIOS","EXCEL SECURITIES & ASSOCIATES, INC."
"940575","MAC ADVISORY","EXCEL SECURITIES & ASSOCIATES"
"940563","JAFFE TILCHIN EQUITY MODEL PORTFOLIO PROGRAM","JAFFE TILCHIN INVESTMENT PARTNERS, LLC"
"940576","GOLDSTONE FINANCIAL GROUP, LLC WRAP FEE PROGRAM","GOLDSTONE FINANCIAL GROUP, LLC"
"940593","BETTERMENT","BETTERMENT"
"940622","VISION2020 ADVISOR PROGRAM","ROYAL ALLIANCE ASSOCIATES, INC."
"940622","VISION2020 WEALTH MANAGEMENT PLATFORM - ADVISOR MANAGED PORTFOLIOS","ROYAL ALLIANCE ASSOCIATES, INC."
"940583","SWB MARKETPLACE","CHARLES SCHWAB"
"940583","STRATIS","JP MORGAN CHASE BANK"
"940583","GLOBAL MANAGER STRATEGIES","GOLDMAN SACHS"
"940583","MACS","PRUDENTIAL"
"940583","MANAGED ACCOUNT PROGRAM","SEI INVESTMENTS MANAGEMENT"
"940583","RAYMOND JAMES CONSULTING SERVICES","RAYMOND JAMES"
"940583","PREFERRED ADVISORS (CSSU)","LOCKWOOD FINANCIAL SERVICES"
"940583","PREMIER PLUS","LINCOLN FINANCIAL ADVISORS"
"940583","ADVISOR SELECT","RBC DAIN RAUSCHER, INC."
"940583","INVESTMENT CONSULTING SERVICES","CIBC WOODGUNDY"
"940583","SUMMIT UMA","SCOTIA MCLEOD"
"940583","ENVESTNET SEPARATE ACCOUNTS PROGRAM","ENVESTNET ASSET MANAGEMENT, INC"
"940583","SELECT UMA","MORGAN STANLEY SMITH BARNEY"
"940583","CHOICE SMA","KOVACK ADVISORS (FCK RK ADVISORS)"
"940583","CITIPB-MSP","LOCKWOOD CITI - MSP"
"940583","UBS MDA","UBS FINANCIAL"
"940583","ADVISORPORT (MSA)","PFPC"
"940583","ADVISORPORT (UMA)","PFPC"
"940583","NON CORE PROGRAM","DEUTSCHE BANK ALEX BROWN"
"940583","FIDUCIARY SERVICES","CITIGROUP"
"940583","UNIFIED MANAGED ACCOUNT PROGRAM","BRINKER CAPITAL MANAGEMENT"
"940583","MODEL MANAGEMENT - GEMS","GENWORTH FINANCIAL ASSET"
"940583","MODEL MANAGEMENT - PMP - SRI","GENWORTH FINANCIAL ASSET"
"940583","UMA - ARO","GENWORTH FINANCIAL ASSET"
"940583","3.0","MERRILL LYNCH"
"940583","3.0 - CDP","MERRILL LYNCH"
"940583","FIDUCIARY SERVICES","MORGAN STANLEY SMITH BARNEY"
"940583","NFP - UMA","NORTHERN TRUST COMPANY"
"940583","PFS-IS AND WAS-WAMM","NORTHERN TRUST COMPANY"
"940583","IMAP","SEI INVESTMENTS MANAGEMENT"
"940583","DMA","WELLS FARGO ADVISORS"
"940583","NETWORK","WELLS FARGO ADVISORS"
"940583","ICS","WOOD GUNDY"
"940583","ASSET MANAGEMENT PROGRAM (UMA)","1ST GLOBAL ADVISOR"
"940583","NON-DISCRETIONARY TRADE","GOLDMAN SACHS"
"940583","MASTERS - TRUST","WELLS FARGO ADVISORS - WACHOVIA SECURITIES"
"940583","PRUDENTIAL DYNASTY","LINCOLN FINANCIAL ADVISORS"
"940583","AMES DIRECT","DEUTSCHE BANK ALEX BROWN"
"940583","SWB ACCESS","CHARLES SCHWAB"
"940583","MANAGED ACCOUNT COMMAND - UTILITY","LOCKWOOD FINANCIAL SERVICES"
"940583","LINC SOLUTIONS","LINCOLN FINANCIAL ADVISORS"
"940583","MANAGER SELECT","LINSCO PRIVATE LEDGER"
"940583","FT - PRIVATE BANK","JP MORGAN CHASE"
"940583","SPA","MERRILL LYNCH"
"940583","IAS","OPPENHEIMER"
"940583","STAR","OPPENHEIMER"
"940583","CES/IMS","MORGAN STANLEY SMITH BARNEY"
"940583","ACCESS/DRS","UBS FINANCIAL"
"940583","MAC","UBS FINANCIAL"
"940583","MASTERS","WELLS FARGO ADVISORS"
"940583","NETWORK","PRUDENTIAL"
"940583","STRATEGIC PORTFOLIOS","WELLS FARGO BANK"
"940583","BAIRD PREFERRED MANAGER (BPM)","ROBERT W. BAIRD"
"940583","MANAGER OF MANAGERS","BRINKER CAPITAL MANAGEMENT"
"940583","MANAGED ACCOUNT LINK","LOCKWOOD FINANCIAL SERVICES"
"940583","ADVISORPORT","PFPC"
"940583","SELECT SEPARATE ACCOUNTS PROGRAM","AMERIPRISE"
"940583","CALLAN UMA","CALLAN-NATIXIS"
"940583","PNC ADVISORS","PNC ADVISORS"
"940583","WEALTH MANAGEMENT SOLUTIONS","PRUDENTIAL"
"940583","FREE TRADING","FREE TRADING"
"940583","HNW OMNIBUS","DCM HIGH NET WORTH"
"933980","VIVID WRAP PROGRAM","VIVID FINANCIAL MANAGEMENT, INC."
"940625","PORTFOLIO MANAGEMENT ACCOUNT","CAPTRUST FINANCIAL ADVISORS"
"940625","SMA (SEPARATELY MANAGED ACCOUNT)","CAPTRUST FINANCIAL ADVISORS"
"940629","VIVID WRAP PROGRAM","VIVID FINANCIAL MANAGEMENT, INC."
"940665","INVESTMENT ADVISORY WRAP FEE PROGRAM","RIDGEWAY CONGER ADVISORY SERVICES, INC."
"940707","SUB-ADVISOR PROGRAM","WILEY BROS.-AINTREE CAPITAL, LLC"
"940707","SUB-ADVISOR PROGRAM","AZA CAPITAL MANAGEMENT"
"940704","SWB MARKETPLACE","CHARLES SCHWAB"
"940704","STRATIS","JP MORGAN CHASE BANK"
"940704","GLOBAL MANAGER STRATEGIES","GOLDMAN SACHS"
"940704","MACS","PRUDENTIAL"
"940704","MANAGED ACCOUNT PROGRAM","SEI INVESTMENTS MANAGEMENT"
"940704","RAYMOND JAMES CONSULTING SERVICES","RAYMOND JAMES"
"940704","PREFERRED ADVISORS (CSSU)","LOCKWOOD FINANCIAL SERVICES"
"940704","PREMIER PLUS","LINCOLN FINANCIAL ADVISORS"
"940704","ADVISOR SELECT","RBC DAIN RAUSCHER, INC."
"940704","INVESTMENT CONSULTING SERVICES","CIBC WOODGUNDY"
"940704","SUMMIT UMA","SCOTIA MCLEOD"
"940704","ENVESTNET SEPARATE ACCOUNTS PROGRAM","ENVESTNET ASSET MANAGEMENT, INC"
"940704","SELECT UMA","MORGAN STANLEY SMITH BARNEY"
"940704","CHOICE SMA","KOVACK ADVISORS (FCK RK ADVISORS)"
"940704","CITIPB-MSP","LOCKWOOD CITI - MSP"
"940704","UBS MDA","UBS FINANCIAL"
"940704","ADVISORPORT (MSA)","PFPC"
"940704","ADVISORPORT (UMA)","PFPC"
"940704","NON CORE PROGRAM","DEUTSCHE BANK ALEX BROWN"
"940704","FIDUCIARY SERVICES","CITIGROUP"
"940704","UNIFIED MANAGED ACCOUNT PROGRAM","BRINKER CAPITAL MANAGEMENT"
"940704","MODEL MANAGEMENT - GEMS","GENWORTH FINANCIAL ASSET"
"940704","MODEL MANAGEMENT - PMP - SRI","GENWORTH FINANCIAL ASSET"
"940704","UMA - ARO","GENWORTH FINANCIAL ASSET"
"940704","3.0","MERRILL LYNCH"
"940704","3.0 - CDP","MERRILL LYNCH"
"940704","FIDUCIARY SERVICES","MORGAN STANLEY SMITH BARNEY"
"940704","NFP - UMA","NORTHERN TRUST COMPANY"
"940704","PFS-IS AND WAS-WAMM","NORTHERN TRUST COMPANY"
"940704","IMAP","SEI INVESTMENTS MANAGEMENT"
"940704","DMA","WELLS FARGO ADVISORS"
"940704","NETWORK","WELLS FARGO ADVISORS"
"940704","ICS","WOOD GUNDY"
"940704","ASSET MANAGEMENT PROGRAM (UMA)","1ST GLOBAL ADVISOR"
"940704","NON-DISCRETIONARY TRADE","GOLDMAN SACHS"
"940704","MASTERS - TRUST","WELLS FARGO ADVISORS - WACHOVIA SECURITIES"
"940704","PRUDENTIAL DYNASTY","LINCOLN FINANCIAL ADVISORS"
"940704","AMES DIRECT","DEUTSCHE BANK ALEX BROWN"
"940704","SWB ACCESS","CHARLES SCHWAB"
"940704","MANAGED ACCOUNT COMMAND - UTILITY","LOCKWOOD FINANCIAL SERVICES"
"940704","LINC SOLUTIONS","LINCOLN FINANCIAL ADVISORS"
"940704","MANAGER SELECT","LINSCO PRIVATE LEDGER"
"940704","FT - PRIVATE BANK","JP MORGAN CHASE"
"940704","SPA","MERRILL LYNCH"
"940704","IAS","OPPENHEIMER"
"940704","STAR","OPPENHEIMER"
"940704","CES/IMS","MORGAN STANLEY SMITH BARNEY"
"940704","ACCESS/DRS","UBS FINANCIAL"
"940704","MAC","UBS FINANCIAL"
"940704","MASTERS","WELLS FARGO ADVISORS"
"940704","NETWORK","PRUDENTIAL"
"940704","STRATEGIC PORTFOLIOS","WELLS FARGO BANK"
"940704","BAIRD PREFERRED MANAGER (BPM)","ROBERT W. BAIRD"
"940704","MANAGER OF MANAGERS","BRINKER CAPITAL MANAGEMENT"
"940704","MANAGED ACCOUNT LINK","LOCKWOOD FINANCIAL SERVICES"
"940704","ADVISORPORT","PFPC"
"940704","SELECT SEPARATE ACCOUNTS PROGRAM","AMERIPRISE"
"940704","CALLAN UMA","CALLAN-NATIXIS"
"940704","PNC ADVISORS","PNC ADVISORS"
"940704","WEALTH MANAGEMENT SOLUTIONS","PRUDENTIAL"
"940704","FREE TRADING","FREE TRADING"
"940704","HNW OMNIBUS","DCM HIGH NET WORTH"
"937177","STRATOS WEALTH MANAGEMENT II (SWM II)","STRATOS WEALTH PARTNERS, LTD"
"937177","ADVISOR WEALTH MANAGEMENT II (AWM II)","STRATOS WEALTH PARTNERS, LTD"
"939981","QUADRANT PRIVATE WEALTH MANAGEMENT","QUADRANT PRIVATE WEALTH MANAGEMENT, LLC"
"940730","V WEALTH MANAGEMENT WRAP FEE PROGRAM","V WEALTH MANAGEMENT"
"940736","MODERATE GROWTH THE MIDWESTERN WAY","MSTC"
"936807","LEONARD RICKEY INVESTMENT ADVISORS WRAP FEE PROGRAM","LEONARD RICKEY INVESTMENT ADVISORS, P.L.L.C."
"940789","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","AMERITAS INVESTMENT CORPORATION"
"940789","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","PRUCO SECURITIES, LLC"
"940789","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","MUTUAL SERVICE CORPORATION"
"940789","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","ROYAL ALLIANCE ASSOCIATES, INC."
"940789","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","FSC SECURITIES CORPORATION"
"940789","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","SAGEPOINT FINANCIAL, INC. (F/K/A AIG FINANCIAL ADVISORS)"
"940789","INVESTMENT ADVISORY SERVICE PROGRAM","OPPENHEIMER ASSET MANAGEMENT INC."
"940789","MANAGED PORTFOLIO STRATEGIES PROGRAM","LUCIA WEALTH SERVICES"
"940789","RBC CAPITAL MARKETS TOTAL PORTFOLIO PROGRAM","RBC CAPITAL MARKETS INC."
"940789","UNIFIED MANAGED ACCOUNT PROGRAM","D.A. DAVIDSON & CO."
"940789","UNIFIED MANAGED ACCOUNT PROGRAM","JANNEY MONTGOMERY SCOTT LLC"
"940789","UNIFIED MANAGED ACCOUNT PROGRAM","J.J.B HILLIARD, W.L. LYONS, LLC"
"940789","UNIFIED MANAGED ACCOUNT PROGRAM","J.P. MORGAN INVESTMENT MANAGEMENT INC."
"940789","WRAP FEE PROGRAM","WRAPMANAGER, INC"
"940789","PROACTIVE MONEY MANAGEMENT PROGRAM","WORLD EQUITY GROUP, INC."
"940789","ARCHITECT PROGRAM","BMO NESBITT BURNS, INC"
"940796","MASTERS PROGRAM","WELLS FARGO ADVISORS, LLC"
"940796","LOCKWOOD SPONSORED PROGRAM","LOCKWOOD ADVISORS, INC."
"940796","UNIFIED MANAGED ACCOUNT PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"940796","STRATEGIC WEALTH PORTFOLIO (SWP)","UBS FINANCIAL SERVICES INC."
"940796","DIVERSIFIED MANAGED ALLOCATIONS PROGRAM","WELLS FARGO ADVISORS, LLC"
"940796","MANAGED ACCOUNT ACCESS PROGRAM","CHARLES SCHWAB & CO., INC."
"940796","MANAGER SELECT PROGRAM","LPL FINANCIAL, LLC"
"940796","MANAGED ACCOUNT PROGRAM","PNC BANK, N.A."
"940796","MANAGED ACCOUNT COMMAND PLATFORM","LOCKWOOD ADVISORS, INC."
"940796","CONSULTS PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"940796","FIDUCIARY SERVICES PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
"940796","MANAGED ACCOUNT PROGRAM","ENVESTNET ASSET MANAGEMENT"
"940796","ACCESS ADVISORY PROGRAM","UBS FINANCIAL SERVICES INC."
"940796","MERRILL LYNCH ONE INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"940759","CHAUTAUQUA CAPITAL MANAGEMENT INTERNATIONAL ADR","OPPENHEIMER ASSET MANAGEMENT INC."
"940809","RASCORP ADVISORY WRAP PROGRAM","RETIREMENT ADVISORY SERVICES CORP"
"940804","CHAUTAUQUA CAPITAL MANAGEMENT INTERNATIONAL ADR","OPPENHEIMER ASSET MANAGEMENT INC."
"940817","PRIVATE ADVISOR NETWORK","H.D. VEST ADVISORY SERVICES, INC."
"940817","DIVERSIFIED MANAGED ALLOCATIONS","H.D. VEST ADVISORY SERVICES, INC."
"940817","PRIVATE INVESTMENT MANAGEMENT","H.D. VEST ADVISORY SERVICES, INC."
"940817","FUNDSOURCE","H.D. VEST ADVISORY SERVICES, INC."
"940817","VESTADVISOR","H.D. VEST ADVISORY SERVICES, INC."
"940817","ALLOCATION ADVISORS","H.D. VEST ADVISORY SERVICES, INC."
"940817","MASTERS PROGRAM","H.D. VEST ADVISORY SERVICES, INC."
"940853","WRAP FEE PROGRAM","ACI PARTNERS, LLC"
"940703","FIRST CITIZENS ASSET MANAGEMENT INC","FIRST CITIZENS ASSET MANAGEMENT INC"
"940869","EVENTIDE HEALTHCARE FOLIO (MODEL USED IN WRAP FEE PROGRAMS)","VALUES FIRST ADVISORS, INC."
"940869","EVENTIDE MIDCAP FOLIO (MODEL USED IN WRAP FEE PROGRAMS)","VALUES FIRST ADVISORS, INC"
"940869","EVENTIDE I&G MODEL (MODEL USED IN WRAP FEE PROGRAMS)","VALUES FIRST ADVISORS, INC"
"940869","EVENTIDE HEALTHCARE FOLIO (MODEL USED IN WRAP FEE PROGRAMS)","PILGRIM CAPITAL ADVISORS"
"940869","EVENTIDE I&G MODEL (MODEL USED IN WRAP FEE PROGRAMS)","PILGRIM CAPITAL ADVISORS"
"940869","EVENTIDE MIDCAP FOLIO (MODEL USED IN WRAP FEE PROGRAMS)","PILGRIM CAPITAL ADVISORS"
"940877","GMAP","WEDBUSH SECURITIES"
"940898","1ST PORTFOLIO WEALTH ADVISORS WRAP FEE PROGRAM","1ST PORTFOLIO WEALTH ADVISORS"
"940905","PINNACLE ACCOUNT","TRIAD ADVISORS, INC."
"940905","PRIVATE MANAGED ACCOUNTS (PMA)","TRIAD ADVISORS, INC."
"939743","FINANCIAL ADVISORS PROGRAM","SECURITIES AMERICA ADVISORS"
"939743","LIFEGUIDE PROGRAM","SECURITIES AMERICA ADVISORS"
"940966","FINANCIAL ADVISORS PROGRAM","SECURITIES AMERICA ADVISORS, INC."
"940966","LIFEGUIDE PROGRAM","SECURITIES AMERICA ADVISORS, INC."
"940966","MANAGED OPPORTUNITIES PROGRAM","SECURITIES AMERICA ADVISORS, INC."
"940970","FINANCIAL ADVISORS PROGRAM","SECURITIES AMERICA ADVISORS, INC."
"940970","LIFEGUIDE PROGRAM","SECURITIES AMERICA ADVISORS, INC."
"940970","MANAGED OPPORTUNITIES PROGRAM","SECURITIES AMERICA ADVISORS, INC."
"940953","NETWORK INVESTMENT CONSULTING SERVICES PROGRAM","WACHOVIA SECURITIES"
"940953","MANAGED ACCOUNTS CONSULTING PROGRAM","UBS PAINEWEBBER"
"940953","CONSULTING SERVICES DIVISION'S FINANCIAL CONSULTANT PROGRAM","SMITH BARNEY"
"941004","MID ATLANTIC PORTFOLIO SOLUTIONS","MID ATLANTIC CAPITAL GROUP, INC."
"941004","MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL"
"941004","ADVISOR SELECT","DEUTSCHE BANK ALEX. BROWN"
"941004","INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY SMITH BARNEY"
"940972","INVESTMENT CONSULTING SERVICES - INVESTMENT CONSULTANTS PORTFOLIOS","ROBERT W. BAIRD & CO. INCORPORATED"
"940972","SCHWAB INSTITUTIONAL ASSET-BASED PRICING PROGRAM","CHARLES SCHWAB & CO., INC."
"941033","FIDUCIARY ASSET MANAGEMENT PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"941033","CITI ETF PROGRAM","CITIGROUP GLOBAL MARKETS INC."
