"FilingID","Wrap Fee Program","Sponsor"
"871089","ENVESTNET ASSET MANAGEMENT, INC.","PRUDENTIAL INVESTMENTS, LLC"
"884931","UBS INSTITUTIONAL CONSULTING (OR CERTAIN OTHER UBS ADVISORY PROGRAMS)","UBS FINANCIAL SERVICES INC."
"884931","MERRILL LYNCH PERSONAL ADVISOR (MLPA)","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"879208","MANAGED ASSETS PROGRAM","STEPHENS, INC."
"879208","OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INC."
"879208","ACCESS","UBS FINANCIAL SERVICES, INC."
"879208","STRATEGIC WEALTH PORTFOLIO","UBS FINANCIAL SERVICES, INC."
"879208","UNIFIED OVERLAY MANAGEMENT PROGRAM","FDX ADVISORS, INC."
"879208","DIVERSIFIED MANAGED ALLOCATIONS (DMA)","WELLS FARGO ADVISORS, LLC"
"879208","MASTERS INVESTMENT CONSULTING SERVICES","WELLS FARGO ADVISORS, LLC"
"879208","MANAGED DIVERSIFIED PORTFOLIOS","WELLS FARGO BANK, NATIONAL ASSOCIATION"
"879208","CONSULTING AND EVALUATION SERVICES (CES)","MORGAN STANLEY SMITH BARNEY, LLC/CITIGROUP GLOBAL MARKETS, INC."
"879208","STRATEGIC PORTFOLIO ADVISORS (SPA)","MERRILL LYNCH"
"879208","MANAGED ACCOUNT PROGRAM (MAP)","RBC CAPITAL MARKETS CORPORATION"
"879208","MANAGED ACCOUNTS CONSULTING (MAC)","UBS FINANCIAL SERVICES, INC."
"879208","SELECTS PORTFOLIO SOLUTIONS","MERRILL LYNCH/MANAGED ACCOUNT ADVISORS, LLC"
"879208","ACCESS MANAGER SELECTION PROGRAM (CANADIAN PROGRAM)","PRUDENTIAL INVESTMENTS, LLC"
"879208","MARKETPLACE","CHARLES SCHWAB & CO., INC."
"879208","MANAGER SELECT","LPL FINANCIAL, LLC"
"879208","SELECT UMA","MORGAN STANLEY SMITH BARNEY, LLC"
"879208","PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS, LLC"
"879208","ACCESS PROGRAM","CHARLES SCHWAB & CO., INC."
"879208","SELECT PROGRAM","CHARLES SCHWAB & CO., INC."
"879208","SEPARATELY MANAGED ACCOUNTS PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
"879208","GLOBAL MANAGER STRATEGIES SEPARATE ACCOUNT PROGRAM","GOLDMAN SACHS & CO."
"879208","MANAGED ACCOUNT COMMAND (UTILITY)","LOCKWOOD ADVISORS, LLC"
"879208","MANAGED ACCOUNT ADVISOR","LOCKWOOD ADVISORS, LLC"
"879208","MANAGED ACCOUNT LINK","LOCKWOOD ADVISORS, LLC"
"879208","MANAGER ACCESS SELECT","LPL FINANCIAL, LLC"
"879208","INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH/MANAGED ACCOUNT ADVISORS, LLC"
"879208","FIDUCIARY SERVICES PROGRAM","MORGAN STANLEY SMITH BARNEY, LLC"
"879208","ADVISOR PROGRAM","MOUNT YALE PORTFOLIO ADVISORS, LLC"
"879208","ACCESS MANAGER SELECTION","PRUDENTIAL INVESTMENTS, LLC"
"879208","CONSULTING SOLUTIONS","RBC CAPITAL MARKETS CORPORATION"
"879208","BAIRD PREFERRED MANAGER","ROBERT W. BAIRD & CO. INC."
"879208","FIDUCIARY SERVICES PROGRAM","CITIGROUP GLOBAL MARKETS, INC."
"879208","DYNAMIC ALLOCATION PORTFOLIOS","CITIGROUP GLOBAL MARKETS, INC."
"879208","INVESTMENT COUNSELING SERVICE PROGRAM","JP MORGAN SECURITIES"
"879208","MANAGED ACCOUNT SERVICE (MAS)","MERRILL LYNCH"
"879208","WEALTH CENTRAL","FIDELITY INVESTMENTS"
"879208","UNIFIED MANAGED ACCOUNT PROGRAM","MERRILL LYNCH"
"879208","CONSULTS","MERRILL LYNCH"
"879208","INVESTMENT MANAGER SERVICES","MORGAN STANLEY SMITH BARNEY, LLC"
"879208","OUTSIDE MANAGER PROGRAM","RAYMOND JAMES"
"869176","PNC BANK","PRUDENTIAL INVESTMENTS LLC"
"869176","DIASTOLE WEALTH MANAGEMENT","DIASTOLE WEALTH MANAGEMENT"
"869176","CITI PRIVATE BANK","CITI PRIVATE BANK"
"869176","GOLDMAN SACHS","GOLDMAN SACHS"
"869176","BARCLAYS SELECT ADVISORS PROGRAM","BARCLAY'S CAPITAL INC."
"869176","MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO."
"869176","MANAGED ACCOUNT ACCESS","CHARLES SCHWAB & CO."
"869176","MAL, MAC, LSP","LOCKWOOD ADVISORS INC"
"892047","RJ PATTERSON GROUP'S WRAP PROGRAM","DW ADVISORS LLC DBA RJ PATTERSON GROUP"
"892047","NAUTICAL WEALTH MANAGEMENT'S WRAP PROGRAM","DW ADVISORS LLC DBA NAUTICAL WEALTH MANAGEMENT"
"892064","RJ PATTERSON GROUP'S WRAP PROGRAM","DW ADVISORS LLC DBA RJ PATTERSON GROUP"
"892064","NAUTICAL WEALTH MANAGEMENT'S WRAP PROGRAM","DW ADVISORS LLC DBA NAUTICAL WEALTH MANAGEMENT"
"885350","TROXELL WRAP FEE PROGRAM","LPL FINANCIAL"
"891268","LOCKWOOD MANAGED ACCOUNT COMMAND","CAPTRUST FINANCIAL ADVISORS"
"891268","LOCKWOOD MANAGED ACCOUNT COMMAND","SUMMIT BROKERAGE SERVICES"
"891268","MORGAN STANLEY ACCESS","MORGAN STANLEY SMITH BARNEY"
"891268","STRATEGIC WEALTH PORTFOLIO","UBS"
"891268","STIFEL NICOLAUS OPPORTUNITY","STIFEL NICOLAUS"
"891268","PERSHING ADVISOR SOLUTIONS","LOCKWOOD ADVISORS"
"891268","LOCKWOOD MANAGED ACCOUNT COMMAND","BENJAMIN F. EDWARDS & COMPANY"
"891268","LOCKWOOD MANAGED ACCOUNT COMMAND","CAPITOL SECURITIES MANAGEMENT INC."
"891268","NBCS PRO AM","NBC SECURITIES"
"891268","RBC DAIN RAUSCHER","RBC DAIN RAUSCHER"
"891268","ACCESS","UBS"
"891268","MASTERS INVESTMENT CONSULTING PGM","WELLS FARGO ADVISORS"
"891268","LOCKWOOD MANAGED ACCOUNT COMMAND","B.C. ZIEGLER & CO."
"891268","LOCKWOOD MANAGED ACCOUNT COMMAND","SMH CAPITAL"
"891268","LOCKWOOD MANAGED ACCOUNT COMMAND","CAPITAL GUARDIAN, LLC"
"891268","MANAGER SELECT","LPL FINANCIAL"
"885229","STRATEGIC CHOICE","THE STRATEGIC FINANCIAL ALLIANCE, INC."
"885229","LOCKWOOD MANAGED ACCOUNT ADVISOR PROGRAM","LOCKWOOD ADVISORS, INC."
"885229","FTJ FUNDCHOICE PROGRAM","FTJ FUNDCHOICE, LLC"
"881693","MAXIM FINANCIAL ADVISORS WRAP FEE PROGRAM","MAXIM FINANCIAL ADVISORS"
"882922","ICS MAP","RBC DAIN RAUSCHER"
"882922","MMAPS - MARKETPLACE","CHARLES SCHWAB"
"882922","SPA","MERRILL LYNCH"
"882922","MAC","UBS PAINE WEBBER"
"882922","IMS","CITIGROUP - SMITH BARNEY"
"882922","NETWORK","WACHOVIA - PRUDENTIAL"
"891123","THIRD PARTY MODELS PROGRAM","ENVESTNET ASSET MANAGEMENT"
"883889","SEPARATE ACCOUNTS PLATFORM","ENVESTNET ASSET MANAGEMENT, INC."
"883889","SEPARATE ACCOUNTS PLATFORM","FOLIODYNAMIX"
"883889","SEPARATE ACCOUNTS PLATFORM","ARGENTUS CAPITAL MANAGEMENT"
"883889","LOCKWOOD SPONSORED PROGRAM","LOCKWOOD ADVISORS"
"883889","SEPARATE ACCOUNTS PLATFORM","MACK INVESTMENTS"
"883889","SEPARATE ACCOUNTS PLATFORM","ROCKWOOD INVESTMENTS"
"883889","PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS"
"883889","SEPARATE ACCOUNTS PLATFORM","SCHWAB MANAGED ACCESS"
"883889","SEPARATE ACCOUNTS PLATFORM","PLACEMARK INVESTMENTS"
"883889","SEPARATE ACCOUNTS PLATFORM","COLONY GROUP"
"883889","SEPARATE ACCOUNTS PLATFORM","PACIFIC EQUITY"
"883889","SEPARATE ACCOUNTS PLATFORM","ALPHA HEDGE"
"875287","STAR PROGRAM","OPPENHEIMER"
"875287","MANAGED ACCOUNT LINK PLATFORM","LOCKWOOD ADVISORS, INC."
"875287","INVESTMENT MANAGEMENT SVCS (OPPORTUNITY PROGRAM)","STIFEL, NICOLAUS & COMPANY"
"875287","S-MAP ADVISORY WRAP PROGRAM","INVESTORS CAPITAL ADVISORY SERVICES"
"875287","VISION 2020 WEALTH MANAGEMENT","FSC SECURITIES CORP (ENVESTNET)"
"875287","MAC-MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES"
"875287","SAN-SEPARATE ACCOUNT NETWORK","FIDELITY INVESTMENTS"
"875287","PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS"
"875287","MAP-MANAGED ACCOUNT PROGRAM","RBC CAPITAL MARKETS"
"875287","IMS-INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"875287","MAS-MANAGED ACCOUNT SOLUTIONS","MERRILL LYNCH"
"875287","UMA MODEL (PLACEMARK)","OPPENHEIMER"
"875287","SAM-SEPARATE ACCOUNT MANAGER","CHARLES SCHWAB INSTITUTIONAL"
"875287","OSM (OUTSIDE MANAGED PROGRAM)","RAYMOND JAMES"
"874852","THE VISIONARY WEALTH MANAGEMENT PROGRAM","VISIONARY WEALTH ADVISORS, LLC"
"892389","PERSONAL PORTFOLIO SOLUTIONS PROGRAM","UNIONBANC INVESTMENT SERVICES LLC"
"892389","MANAGED ACCOUNT SOLUTIONS PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
"877007","LOCKWOOD ADVISORS","LOCKWOOD ADVISORS INC"
"892450","MANAGED ACCOUNTS PROGRAM","RBC DAIN RAUSCHER INC."
"892450","MANAGER SELECT PROGRAM","LPL FINANCIAL LLC"
"892335","AMC PREMIER SEPERATELY MANAGED ACCOUNT PROGRAM","SUN TRUST INVESTMENT SERVICES, INC."
"892335","EDWARD JONES ADVISORY SOLUTIONS UNIFIED MANAGED ACCOUNT PROGRAM","EDWARD D. JONES & CO., L.P."
"892335","AMC PINNACLE UNIFIED MANAGED ACCOUNT PROGRAM","SUN TRUST INVESTMENT SERVICES, INC."
"892335","SELECTS PORTFOLIO SOLUTIONS PLATFORM (SPS)","MANAGED ACCOUNT ADVISORS LLC"
"892335","UNIFIED MANAGED ACCOUNT PROGRAM","MANAGED ACCOUNT ADVISORS LLC."
"892335","PERSONAL WEALTH PORTFOLIOS PROGRAM","LINSCO/PRIVATE LEDGER CORP."
"892335","CONSULTS PROGRAM","MANAGED ACCOUNT ADVISORS, LLC"
"892335","SELECT UMA","MORGAN STANLEY SMITH BARNEY LLC, AND CITIGROUP GLOBAL MARKETS INC."
"892335","FIDUCIARY SERVICES","MORGAN STANLEY SMITH BARNEY LLC, AND CITIGROUP GLOBAL MARKETS INC."
"892335","THIRD PARTY MODELS PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
"892335","MANAGED ACCOUNT ACCESS","CHARLES SCHWAB & CO., INC."
"892335","CO-SPONSORED SEPARATE ACCOUNT PROGRAM","LOCKWOOD ADVISORS, INC."
"892335","ENVESTNET PREMIER ASSET MANAGEMENT PROGRAM","ENVESTNET/ASSET MANAGEMENT, INC."
"892335","MANAGER SELECT PROGRAM","LINSCO/PRIVATE LEDGER CORP."
"892335","STIFEL MANAGED ASSETS PROGRAM","STIFEL NICOLAUS & COMPANY, INC."
"892335","SEPARATE ACCOUNT NETWORK","FIDELITY INVESTMENTS INSTITUTIONAL OPERATIONS CO., INC."
"892335","AMERIPRISE PREMIER PORTFOLIO SERVICES","AMERIPRISE FINANCIAL SERVICES, INC."
"892335","MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO., INC."
"892335","PERSHING MANAGED ACCOUNT SOLUTIONS","LOCKWOOD ADVISORS, INC."
"892335","INVESTMENT CONSULTING SERVICES PROGRAM","LADENBURG THALMANN ASSET MANAGEMENT"
"892335","UNIFIED OVERLAY MANAGEMENT PROGRAM","FDX ADVISORS, INC."
"892335","INDIVIDUALLY MANAGED ACCOUNT PROGRAM","PLACEMARK INVESTMENTS, INC."
"892335","MASTERS INVESTMENT CONSULTING SERVICES","WELLS FARGO ADVISORS, LLC"
"892335","DIVERSIFIED MANAGED ALLOCATIONS PROGRAM","WELLS FARGO ADVISORS, LLC"
"892335","MULTI-MANAGER PROGRAM","ENVESTNET PMC, INC."
"892335","PORTFOLIO MANAGER PROGRAM","CHASE INVESTMENT SERVICES CORP."
"892335","NAVIGATOR PROGRAM","J.P. MORGAN SECURITIES LLC"
"892335","J.P. MORGAN SECURITIES STRATIS PROGRAM (STRATEGIC INVESTMENT SERVICES)","J.P. MORGAN SECURITIES LLC"
"892335","ADHESION MANAGED ACCOUNTS PLATFORM","ADHESION WEALTH ADVISOR SOLUTIONS INC."
"892335","MANAGED ACCOUNT ADVISORS LLC","MERRILL LYNCH INVESTMENT ADVISORY PROGRAM"
"892500","WEALTH MANAGEMENT PLATFORM - ADVISOR MANAGED PORTFOLIOS","SAGEPOINT FINANCIAL, INC."
"892526","CO-SPONSORED SEPARATE ACCOUNT PROGRAM","LOCKWOOD ADVISORS, INC."
"892526","ENVESTNET PREMIER ASSET MANAGEMENT PROGRAM","ENVESTNET/ASSET MANAGEMENT, INC."
"892526","MANAGER SELECT PROGRAM","LINSCO/PRIVATE LEDGER CORP."
"892526","STIFEL MANAGED ASSETS PROGRAM","STIFEL NICOLAUS & COMPANY, INC."
"892526","SEPARATE ACCOUNT NETWORK","FIDELITY INVESTMENTS INSTITUTIONAL OPERATIONS CO., INC."
"892526","AMERIPRISE PREMIER PORTFOLIO SERVICES","AMERIPRISE FINANCIAL SERVICES, INC."
"892526","MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO., INC."
"892526","PERSHING MANAGED ACCOUNT SOLUTIONS","LOCKWOOD ADVISORS, INC."
"892526","INVESTMENT CONSULTING SERVICES PROGRAM","LADENBURG THALMANN ASSET MANAGEMENT"
"892526","UNIFIED OVERLAY MANAGEMENT PROGRAM","FDX ADVISORS, INC."
"892526","INDIVIDUALLY MANAGED ACCOUNT PROGRAM","PLACEMARK INVESTMENTS, INC."
"892526","MASTERS INVESTMENT CONSULTING SERVICES","WELLS FARGO ADVISORS, LLC"
"892526","DIVERSIFIED MANAGED ALLOCATIONS PROGRAM","WELLS FARGO ADVISORS, LLC"
"892526","MULTI-MANAGER PROGRAM","ENVESTNET PMC, INC."
"892526","PORTFOLIO MANAGER PROGRAM","CHASE INVESTMENT SERVICES CORP."
"892526","NAVIGATOR PROGRAM","J.P. MORGAN SECURITIES LLC"
"892526","J.P. MORGAN SECURITIES STRATIS PROGRAM (STRATEGIC INVESTMENT SERVICES)","J.P. MORGAN SECURITIES LLC"
"892526","ADHESION MANAGED ACCOUNTS PLATFORM","ADHESION WEALTH ADVISOR SOLUTIONS INC."
"892526","MANAGED ACCOUNT ADVISORS LLC","MERRILL LYNCH INVESTMENT ADVISORY PROGRAM"
"892526","AMC PREMIER SEPERATELY MANAGED ACCOUNT PROGRAM","SUN TRUST INVESTMENT SERVICES, INC."
"892526","EDWARD JONES ADVISORY SOLUTIONS UNIFIED MANAGED ACCOUNT PROGRAM","EDWARD D. JONES & CO., L.P."
"892526","AMC PINNACLE UNIFIED MANAGED ACCOUNT PROGRAM","SUN TRUST INVESTMENT SERVICES, INC."
"892526","SELECTS PORTFOLIO SOLUTIONS PLATFORM (SPS)","MANAGED ACCOUNT ADVISORS LLC"
"892526","UNIFIED MANAGED ACCOUNT PROGRAM","MANAGED ACCOUNT ADVISORS LLC."
"892526","PERSONAL WEALTH PORTFOLIOS PROGRAM","LINSCO/PRIVATE LEDGER CORP."
"892526","CONSULTS PROGRAM","MANAGED ACCOUNT ADVISORS, LLC"
"892526","SELECT UMA","MORGAN STANLEY SMITH BARNEY LLC, AND CITIGROUP GLOBAL MARKETS INC."
"892526","FIDUCIARY SERVICES","MORGAN STANLEY SMITH BARNEY LLC, AND CITIGROUP GLOBAL MARKETS INC."
"892526","THIRD PARTY MODELS PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
"892526","MANAGED ACCOUNT ACCESS","CHARLES SCHWAB & CO., INC."
"892353","WELLS FARGO COMPASS ADVISORY","WELLS FARGO ADVISORS, LLC"
"892353","FUNDSOURCE","WELLS FARGO ADVISORS, LLC"
"892353","DIVERSIFIED MANAGED ALLOCATIONS (DMA)","WELLS FARGO ADVISORS, LLC"
"892353","ALLOCATION ADVISORS","WELLS FARGO ADVISORS, LLC"
"892353","PRIVATE INVESTMENT MANAGEMENT","WELLS FARGO ADVISORS, LLC"
"892353","QUANTITATIVE CHOICE","WELLS FARGO ADVISORS, LLC"
"892353","MASTERS","WELLS FARGO ADVISORS, LLC"
"892353","FUNDAMENTAL CHOICE","WELLS FARGO ADVISORS, LLC"
"884897","PRIVATE ADVISOR NETWORK","WELLS FARGO WEALTH ADVISORS"
"884897","CONSULTING GROUP ADVISOR","MORGAN STANLEY SMITH BARNEY"
"874124","STIFEL MANAGED ASSETS PROGRAM","STIFEL NIC0LAUS& COMPANY, INCORPORATED"
"874124","MORGAN STANLEY SMITH BARNEY INVESTMENT MANAGEMENT CONSULTING","MORGAN STANLEY SMITH BARNEY"
"874124","RAYMOND JAMES & ASSOC INC WRAP FEE PROGRAM","RAYMOND JAMES FINANCIAL SERVICES ADVISORS, INC"
"874124","MERRILL LYNCH STRATIGIC PORTFOLIO ADVISOR","MERRILL LYNCH"
"874124","UBS MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES INC"
"874124","ARGUS WEALTH ADVISORS","ARGUS WEALTH ADVISORS LLC"
"874124","GLOBAL MANAGER STRATEGIES SEPERATE ACCOUNT PROGRAM","GOLDMAN SACHS"
"892589","WEALTH MANAGEMENT PLATFORM - ADVISOR MANAGED PORTFOLIOS","SAGEPOINT FINANCIAL, INC."
"881493","MARKETPLACE PROGRAM","CHARLES SCHWAB & CO"
"881493","NONE SPECIFIED","JANNEY MONTGOMERY SCOTT LLC"
"881493","FIDUCIARY SERVICES (FS) PROGRAM","CITIGROUP GLOBAL MARKETS"
"881493","MANAGED ACCOUNTS CONSULTING PROGRAM","UBS FINANCIAL SERVICES, INC."
"881493","NONE SPECIFIED","AZZAD ASSET MANAGEMENT"
"881493","NONE SPECIFIED","GLOBAL BRIDGE ADVISORS, INC"
"881493","NONE SPECIFIED","STEPHENS INC."
"881493","MASTERS PROGRAM","WELLS FARGO ADVISORS"
"881493","DIVERSIFIED MANAGED ALLOCATIONS PROGRAM","WELLS FARGO ADVISORS"
"881493","FIDUCIARY SERVICES PROGRAM","MORGAN STANLEY WEALTH MANAGEMENT"
"881493","MANAGER SELECT PROGRAM","LPL FINANCIAL"
"881493","BRINKER SEPARATELY MANAGED ACCOUNT PROGRAM","BRINKER CAPITAL"
"881493","UMA MARKETPLACE PROGRAM","PLACEMARK INVESTMENTS"
"881493","DYNAMIC ALLOCATION PROGRAM","CITIGROUP GLOBAL MARKETS"
"881493","MANAGED ACCOUNT UTILITY PROGRAM","LOCKWOOD ADVISORS , INC."
"881493","FUNDQUEST SEPARATE MANAGED ACCOUNT PROGRAM","ENVESTNET, INC"
"881493","STIFEL OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INC."
"881493","ADVISORPORT PROGRAM","LOCKWOOD ADVISORS, INC."
"881493","MANAGER ACCESS SELECT PROGRAM","LPL FINANCIAL"
"881493","NONE SPECIFIED","CONCORD EQUITY GROUP ADVISORS, LLC"
"881493","NONE SPECIFIED","SAWTOOTH ASSET MANAGEMENT, INC."
"881493","NONE SPECIFIED","UNITED CAPITAL FINANCIAL ADVISERS, LLC"
"881493","PRIVATE PORTFOLIO PROGRAM","FOLIO DYNAMICS, INC."
"881493","STIFEL HORIZON PROGRAM","STIFEL, NICOLAUS & COMPANY, INC."
"881493","THIRD PARTY MODELS PROGRAM","ENVESTNET, INC."
"881493","TOTAL PORTFOLIO PROGRAM","RBC CAPITAL MARKETS, LLC"
"881063","THE STIFEL OPPORTUNITY PROGRAM","STIFEL NICOLAUS & COMPANY, INCORPORATED"
"881063","STIFEL SCORE PROGRAM","STIFEL NICOLAUS & COMPANY, INCORPORATED"
"881063","SCHWAB MARKETPLACE","CHARLES SCHWAB & CO., INC."
"892663","OLYMPUS","TRUST COMPANY OF AMERICA"
"881749","TEKMEN WELLS","TEKMEN WELLS LLC"
"889819","SUMMIT WEALTH PARTNERS WRAP FEE PROGRAM","SUMMIT WEALTH PARTNERS, INC."
"883706","MID ATLANTIC PORTFOLIO SOLUTIONS PROGRAM","MID ATLANTIC CAPITAL GROUP"
"883706","INVESTMENT CONSULTING GROUP WRAP PROGRAM","MOUNT YALE CAPITAL GROUP"
"883706","ASSET CONSULTING SERVICE (ACS) PROGRAM","FOLIO DYNAMIX"
"883706","WELLS FARGO ADVISORS","DMA & MASTERS PROGRAM"
"871635","PERSONAL CFO MANAGED PORTFOLIOS","PERSONAL CFO SOLUTIONS, LLC"
"892788","TAG ON UMAS","LARA, MAY & ASSOCIATES, LLC"
"892788","LARA TEAM ADVISORY PROGRAM","LARA, MAY & ASSOCIATES, LLC"
"892788","LARA OPTIONS PROGRAM","LARA, MAY & ASSOCIATES, LLC"
"892788","WALTERMAN FINANCIAL MANAGEMENT","LARA, MAY & ASSOCIATES, LLC"
"892788","CURTIS J. CONGDON, CFP®, CRPC® PROGRAM","LARA, MAY & ASSOCIATES, LLC"
"892788","PAUL W. CORLEY PROGRAM","LARA, MAY & ASSOCIATES, LLC"
"892777","DMKC ATLAS","DMKC ADVISORY SERVICES, LLC"
"882546","STIFEL OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED"
"889015","LPL MANAGER SELECT PROGRAM","LPL FINANCIAL CORPORATION"
"889015","LPL MANAGER ACCESS SELECT PROGRAM","LPL FINANCIAL CORPORATION"
"892859","FREEDOM WEALTH ALLIANCE WRAP PROGRAM","FREEDOM WEALTH ALLIANCE, LLC"
"884390","MANAGED ACCOUNT COMMAND","LOCKWOOD"
"884390","MANAGER SELECT PROGRAM","LINSCO PRIVATE LEDGER"
"884390","FIDUCIARY SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"884390","MASTERS","WELLS FARGO ADVISORS"
"884390","SELECT UMA","MORGAN STANLEY WEALTH MANAGEMENT"
"884390","MANAGED ACCOUNT ACCESS","CHARLES SCHWAB"
"884390","SEPARATE ACCOUNT NETWORK","FIDELITY"
"884390","MANAGED ACCOUNT PROGRAM","EDWARD JONES"
"884390","MERRILL ONE","MERRILL LYNCH"
"884390","CONSOLIDATED PORTFOLIO ADVISORY SOLUTIONS","REHMANN CAPITAL GROUP"
"884390","LOCKWOOD SPONSORED PROGRAM","LOCKWOOD"
"884390","OPPORTUNITY","STIFEL NICHOLAS & CO"
"884390","SELECT SEPARATE ACCOUNTS","AMERIPRISE FINANCIAL"
"884390","PRIVATE WEALTH MANAGEMENT MANAGED ACCOUNT SERVICES","GOLDMAN SACHS"
"884390","ACCESS","UBS"
"884390","MANAGED DIVERSIFIED PORTFOLIOS","WELLS FARGO ADVISORS"
"884390","UNIFIED MANAGED ACCOUNT","STEPHENS"
"884390","MANAGED ACCOUNT SELECT","CHARLES SCHWAB"
"884390","MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB"
"884390","PORTFOLIOS SOLUTIONS","ENVESTNET"
"884390","STRATEGIC PORTFOLIO ADVISOR","MERRILL LYNCH"
"884390","STRATIS PROGRAM","JP MORGAN"
"884390","INVESTMENT COUNSELING SERVICES","JP MORGAN"
"884390","NAVIGATOR PROGRAM","JP MORGAN"
"884390","MANAGER CIRCUIT PROGRAM","JP MORGAN"
"884390","MANAGER ACCESS SELECT","LINSCO PRIVATE LEDGER"
"884390","SEPARATELY MANAGED ACCOUNT PLATFORM","CONCORD EQUITY GROUP"
"884390","CONSULTING AND EVALUATION SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"884390","INVESTMENT MANAGEMENT SERVICES PROGRAM","MORGAN STANLEY WEALTH MANAGEMENT"
"884390","HORIZON","STIFEL NICOLAUS & CO"
"884390","MANAGED ACCOUNT CONSULTING","UBS"
"884390","DIVERSIFIED MANAGED ALLOCATIONS","WELLS FARGO ADVISORS"
"884390","PRIVATE ACCOUNT NETWORK","WELLS FARGO INVESTMENTS"
"884390","MANAGER SELECTION PROGRAM","CITIBANK"
"884390","DYNAMIC ALLOCATION PORTFOLIO","CITIBANK"
"884390","CONSULTING AND EVALUATION SERVICES","CITIBANK"
"884390","STRATEGIC ASSET REVIEW PROGRAM","OPPENHEIMER & CO"
"884390","OUTSIDE MANAGER PROGRAM","RAYMOND JAMES"
"884390","DUAL CONTRACT","ROBERT W. BAIRD"
"884390","STRATEGIC WEALTH PORTFOLIOS","UBS"
"884390","OVERLAND SELECT","HD VEST"
"884390","SELECT RETIREMENT PROGRAM","MORGAN STANLEY WEALTH MANAGEMENT"
"884390","UNIFIED MANAGED ACCOUNT","PNC BANK"
"884390","MANAGED ACCOUNT PROGRAM","RBC"
"884390","DUAL CONTRACT MANAGED ACCOUNT PROGRAM","LOCKWOOD/PERSHING ADVISOR SOLUTIONS"
"892953","SCHWAB MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB & CO., INC."
"892953","INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY SMITH BARNEY"
"892957","ENVESTNET ASSET MANAGEMENT, INC. UMA","ENVESTNET ASSET MANAGEMENT, INC."
"892957","GOLDMAN SACHS & CO. GLOBAL MANAGER STRATEGIES","GOLDMAN SACHS & CO."
"892957","CITI PRIVATE BANK CES & FIDUCIARY SERVICES","CITI PRIVATE BANK"
"892957","MORGAN STANLEY SMITH BARNEY PPA","MORGAN STANLEY"
"892957","MORGAN STANLEY CES","MORGAN STANLEY"
"892957","DEUTSCHE BANK CONSULTING DIRECT","DEUTSCHE BANK"
"892957","UBS MANAGED ACCOUNT CONSULTING","UBS FINANCIAL SERVICES INC"
"884753","MUTUAL FUND PRODUCT WRAP PROGRAM","CHARLES SCHWAB"
"889444","LPL MANAGER SELECT","LPL FINANCIAL LLC"
"886085","FIDUCIARY ASSET MANAGEMENT PROGRAM","MORGAN STANLEY SMITH BARNEY, LLC"
"886085","MANAGED ACCOUNTS CONSULTING PROGRAM","UBS FINANCIAL SERVICES, INC."
"862993","SIMPLY MONEY ADVISORS WRAP PROGRAM","SIMPLY MONEY ADVISORS"
"892604","NEWMAN LADD CAPITAL ADVISORS PROGRAM","NEWMAN LADD CAPITAL, INC."
"891734","SAMALIN INVESTMENT COUNSEL WRAP PROGRAM","SAMALIN INVESTMENT COUNSEL, LLC"
"893133","SIMPLY MONEY ADVISORS WRAP PROGRAM","SIMPLY MONEY ADVISORS"
"877363","PRIVATE ADVISOR GROUP WRAP PROGRAM","PRIVATE ADVISOR GROUP, LLC"
"875461","MARKS GROUP WEALTH MANAGEMENT WRAP PROGRAM","MARKS GROUP WEALTH MANAGEMENT, LLC"
"888462","INTEGRATED CAPITAL MANAGEMENT, INC. WRAP FEE PROGRAM","INTEGRATED CAPITAL MANAGEMENT, INC."
"893120","PERSONAL WEALTH PORTFOLIOS","LPL FINANCIAL"
"893120","OPTIMUM MARKET PORTFOLIOS","LPL FINANCIAL"
"893120","MODEL WEALTH PORTFOLIOS","LPL FINANCIAL"
"881731","INDEX PLUS TAX MANAGED PORTFOLIO","QUEEN CITY CAPITAL MANAGEMENT"
